Country,Country_Code,Region,Year,Month,Total_Revenue,Accommodation_Revenue,Transportation_Revenue,Food_Beverage_Revenue,Activities_Revenue,Revenue_Per_Tourist,Tourism_Maturity
South Korea,SOU,Asia,2022,4,5497440727.48,2634768290.91,1180228668.26,1071883314.88,877959554.58,13296.8,mature
South Korea,SOU,Asia,2022,5,6194894394.02,2240086506.79,1239677649.12,1532873410.5,635582104.98,14496.88,mature
South Korea,SOU,Asia,2022,6,7378741493.97,2836456600.89,1842006752.35,1722542082.63,1068307438.28,17003.94,mature
South Korea,SOU,Asia,2022,7,10896407703.77,3704778337.83,2799460064.15,2014074285.66,1197223489.41,18621.72,mature
South Korea,SOU,Asia,2022,8,10574542655.96,3345117588.94,2831734497.68,2546554121.94,1246954991.62,20255.77,mature
South Korea,SOU,Asia,2022,9,5387430157.57,2075999626.27,1236151219.95,1217038326.4,720920785.07,11891.0,mature
South Korea,SOU,Asia,2022,10,5764067497.83,2719241764.24,1668895901.66,901306648.42,678032135.84,14957.0,mature
South Korea,SOU,Asia,2022,11,4451478937.97,1933690977.08,895598110.72,1026700765.12,688664276.71,11613.56,mature
South Korea,SOU,Asia,2022,12,6101519322.39,2486169509.3,1546946193.51,1035968469.16,782934586.68,18699.05,mature
Thailand,THA,Asia,2018,1,455677448.41,198478924.74,103527809.23,105085367.83,82504647.48,1589.76,emerging
Thailand,THA,Asia,2018,2,373810779.77,154014876.92,87805268.39,63199655.31,67510225.17,1482.04,emerging
Thailand,THA,Asia,2018,3,536610786.73,221697438.67,156365523.38,114951088.91,84018422.73,1843.71,emerging
Thailand,THA,Asia,2018,4,596834549.14,207186931.92,124395555.51,115925318.19,93184369.83,1585.99,emerging
Thailand,THA,Asia,2018,5,727719495.76,319551911.14,159523302.14,134933965.68,103013590.09,1600.76,emerging
Thailand,THA,Asia,2018,6,841407788.88,404963546.61,225624462.62,133940537.7,144116161.15,2110.01,emerging
Thailand,THA,Asia,2018,7,911532388.88,368977457.73,272528656.98,193080865.46,172892918.08,2292.08,emerging
Thailand,THA,Asia,2018,8,1015417475.13,325221692.73,203932613.15,196510383.88,179656288.82,2476.43,emerging
Thailand,THA,Asia,2018,9,716877711.33,327970699.37,175440619.07,161294912.79,123215258.12,1759.39,emerging
Thailand,THA,Asia,2018,10,459265888.63,153277286.19,120392819.66,99986151.65,72011545.27,1502.16,emerging
Thailand,THA,Asia,2018,11,479096491.9,170239591.01,129762627.1,117983373.55,93176391.4,1451.44,emerging
Thailand,THA,Asia,2018,12,693290321.89,330915717.29,140699887.59,163696391.44,102340107.95,2277.91,emerging
Thailand,THA,Asia,2019,1,591984346.23,178256302.88,169814308.06,124019514.21,73419698.15,1737.89,emerging
Thailand,THA,Asia,2019,2,330414130.69,112384821.34,80105792.09,60465985.2,50702153.33,1519.13,emerging
Thailand,THA,Asia,2019,3,565513605.01,280752086.77,127322992.69,90850227.91,78926881.79,1754.65,emerging
Thailand,THA,Asia,2019,4,510930338.81,238526827.46,127790058.21,108315309.83,58788286.22,1416.35,emerging
Thailand,THA,Asia,2019,5,813932361.83,402665657.27,202049369.07,200427369.0,84218891.41,1721.8,emerging
Thailand,THA,Asia,2019,6,750464173.25,369230311.05,202645258.91,126730113.99,102353917.35,2034.0,emerging
Thailand,THA,Asia,2019,7,1224753551.47,539537677.85,348078212.29,193836405.24,202889504.1,2271.91,emerging
Thailand,THA,Asia,2019,8,860360292.77,360942183.0,215824098.75,167829884.4,103717534.23,2256.26,emerging
Thailand,THA,Asia,2019,9,571287219.2,193055677.04,116806041.08,107049198.27,58554411.38,1582.06,emerging
Thailand,THA,Asia,2019,10,520685187.44,163744291.86,126919807.51,129137363.81,52583034.89,1627.52,emerging
Thailand,THA,Asia,2019,11,466265488.4,202663493.39,100662844.5,96084897.79,58665074.21,1528.89,emerging
Thailand,THA,Asia,2019,12,702084008.84,336295930.48,154688799.13,131749694.79,82115570.49,2128.28,emerging
Thailand,THA,Asia,2020,1,130574495.63,46826800.07,30381721.4,27956873.54,22753816.85,1487.08,emerging
Thailand,THA,Asia,2020,2,105830237.4,44670434.82,29772889.94,26452909.82,15414237.43,1601.38,emerging
Thailand,THA,Asia,2020,3,210684393.68,83867983.25,58612393.11,43679574.02,39693766.18,1815.96,emerging
Thailand,THA,Asia,2020,4,169308887.78,74354199.13,41756908.67,39906568.78,33766434.29,1570.15,emerging
Thailand,THA,Asia,2020,5,183955095.82,72637942.63,38285777.2,30186947.42,35487700.66,1466.63,emerging
Thailand,THA,Asia,2020,6,246880598.65,93573475.37,65953720.61,50861385.22,31815940.29,2289.98,emerging
Thailand,THA,Asia,2020,7,306316210.81,128054863.98,67030119.96,50210498.68,40384348.25,2130.21,emerging
Thailand,THA,Asia,2020,8,284970529.73,87589650.04,80739738.52,60441503.76,29647557.58,2450.12,emerging
Thailand,THA,Asia,2020,9,166393483.86,64095415.75,47274512.08,40054217.98,21406407.9,1647.43,emerging
Thailand,THA,Asia,2020,10,188895127.94,68372587.4,43363435.34,31973113.59,31705839.97,1739.22,emerging
Thailand,THA,Asia,2020,11,166129071.81,65284018.52,46717622.9,38075335.31,30824295.85,1475.89,emerging
Thailand,THA,Asia,2020,12,202750831.09,84623848.39,59098620.1,31265193.66,36384179.46,2097.18,emerging
Thailand,THA,Asia,2021,1,289615724.69,125673159.66,78700323.11,70248760.34,43697203.81,1468.1,emerging
Thailand,THA,Asia,2021,2,310444460.29,95947083.28,75144409.7,60211290.7,47755003.12,1771.51,emerging
Thailand,THA,Asia,2021,3,322329588.76,159099404.42,66997480.51,56891709.48,63454730.55,1586.6,emerging
Thailand,THA,Asia,2021,4,283431434.06,117406225.36,58982805.43,50565609.93,29466997.19,1568.43,emerging
Thailand,THA,Asia,2021,5,300694227.27,128295090.13,83100532.12,71267084.06,37630811.49,1413.3,emerging
Thailand,THA,Asia,2021,6,403742908.04,167100983.76,84127339.0,93132113.84,59886864.93,2183.76,emerging
Thailand,THA,Asia,2021,7,660009861.43,213488903.0,140799268.87,122007923.71,79647495.2,2502.62,emerging
Thailand,THA,Asia,2021,8,466833433.53,228450585.42,97563729.81,81333416.94,57789224.28,2367.08,emerging
Thailand,THA,Asia,2021,9,361707050.26,141212272.96,98632673.19,80755845.32,56887637.78,1600.57,emerging
Thailand,THA,Asia,2021,10,362281408.87,169715536.35,86836550.96,54789373.4,43945832.2,1641.88,emerging
Thailand,THA,Asia,2021,11,241908702.28,91610642.81,57038095.63,38672249.29,42455596.32,1361.82,emerging
Thailand,THA,Asia,2021,12,454572447.83,156891289.72,125422269.42,98548178.87,54166631.95,2294.74,emerging
Thailand,THA,Asia,2022,1,495511264.22,166236702.11,137340870.18,122306375.57,85500576.67,1839.38,emerging
Thailand,THA,Asia,2022,2,309485942.59,148758840.66,70226451.59,55000472.26,50791606.98,1679.55,emerging
Thailand,THA,Asia,2022,3,463951444.6,196471758.98,138120607.11,79934301.53,84711947.94,1788.6,emerging
Thailand,THA,Asia,2022,4,560562907.1,216041213.24,166037753.6,95416081.84,109468626.67,1811.34,emerging
Thailand,THA,Asia,2022,5,751569208.95,235413402.85,189495520.21,152481296.1,79438868.23,1799.02,emerging
Thailand,THA,Asia,2022,6,562798533.38,169413252.17,142078987.46,110523254.17,109208815.1,2035.92,emerging
Thailand,THA,Asia,2022,7,594166318.86,256469205.37,119282656.4,128550167.4,113691349.88,2188.52,emerging
Thailand,THA,Asia,2022,8,711484915.16,258134852.63,186838063.56,130098721.12,99779951.89,2194.8,emerging
Thailand,THA,Asia,2022,9,414662183.4,153001157.28,111105025.48,100446738.38,65645811.97,1481.65,emerging
Thailand,THA,Asia,2022,10,365343484.01,128885330.79,107858110.97,88059535.08,40759444.94,1349.06,emerging
Thailand,THA,Asia,2022,11,429569991.48,211737542.29,99856632.95,94548647.64,67012163.29,1801.84,emerging
Thailand,THA,Asia,2022,12,548413683.97,181342393.29,129805143.98,133143686.17,99331339.42,2185.87,emerging
Singapore,SIN,Asia,2018,1,1081885839.13,443070193.3,260297586.97,212724488.41,190542890.09,22794.78,mature
Singapore,SIN,Asia,2018,2,810202187.16,272397180.19,183837762.84,167533110.95,137152610.99,24409.56,mature
Singapore,SIN,Asia,2018,3,1025140959.15,434702931.74,285950456.36,209681503.08,202689993.95,24144.26,mature
Singapore,SIN,Asia,2018,4,1274121457.23,616595343.93,286379157.31,258856194.83,185500205.64,22071.5,mature
Singapore,SIN,Asia,2018,5,1545335941.5,761150479.55,351146927.19,336090339.5,278789200.53,23115.78,mature
Singapore,SIN,Asia,2018,6,2101560564.56,1039496132.05,535191919.59,507419835.79,349674681.91,31918.24,mature
Singapore,SIN,Asia,2018,7,2429544773.25,896786807.34,673127280.18,371668435.11,377993552.05,35358.89,mature
Singapore,SIN,Asia,2018,8,1900396614.83,686754638.09,398379340.44,458297942.66,309434048.86,30664.42,mature
Singapore,SIN,Asia,2018,9,1381527617.91,649629770.28,377575984.52,224387104.53,223467388.04,25364.02,mature
Singapore,SIN,Asia,2018,10,1503062146.24,515284541.98,393759284.38,310174056.0,209173049.24,27718.99,mature
Singapore,SIN,Asia,2018,11,1172047409.06,435157852.43,245389273.83,288621712.39,202672806.31,27540.0,mature
Singapore,SIN,Asia,2018,12,1782191063.16,634642381.22,521830295.43,316080491.72,273950866.69,33024.33,mature
Singapore,SIN,Asia,2019,1,1058065239.26,528019969.49,293032076.5,218769265.76,184719827.97,21914.73,mature
Singapore,SIN,Asia,2019,2,855372680.51,421377828.92,238308444.11,200932685.4,119563473.61,27248.98,mature
Singapore,SIN,Asia,2019,3,1100189196.44,507912607.91,303610976.4,264153413.12,124652502.5,23259.81,mature
Singapore,SIN,Asia,2019,4,1572080297.44,675255094.84,439949790.3,239671876.67,287101548.8,25533.63,mature
Singapore,SIN,Asia,2019,5,1320291819.92,577527891.75,345462219.87,256162797.2,230526587.04,22762.47,mature
Singapore,SIN,Asia,2019,6,2163593132.12,789051588.63,594649700.09,392591988.82,399324245.87,37730.07,mature
Singapore,SIN,Asia,2019,7,2477085669.42,965699643.15,686618566.49,494468335.63,313758723.14,33745.46,mature
Singapore,SIN,Asia,2019,8,2949891710.08,1250887062.01,780290474.94,633218420.44,555570529.61,37991.06,mature
Singapore,SIN,Asia,2019,9,1468773017.39,458007932.17,350552131.24,303287701.26,188841559.98,21678.35,mature
Singapore,SIN,Asia,2019,10,1277678812.87,402191819.91,356563036.41,283400151.25,155103153.46,25521.42,mature
Singapore,SIN,Asia,2019,11,998615434.5,460761569.88,276949797.51,231056259.65,132041211.31,22549.74,mature
Singapore,SIN,Asia,2019,12,1760047432.76,779820072.66,363485134.4,348090715.25,292968175.41,37793.59,mature
Singapore,SIN,Asia,2020,1,309940592.66,148881136.91,85361008.31,49014989.93,59297775.55,21562.58,mature
Singapore,SIN,Asia,2020,2,300091368.48,117183847.49,83518673.65,64339519.88,43138995.34,23355.23,mature
Singapore,SIN,Asia,2020,3,393992703.51,158928440.43,101617800.15,83957179.67,63238320.9,22254.45,mature
Singapore,SIN,Asia,2020,4,465051897.92,183764103.66,119141080.18,83180958.25,53870445.29,24974.59,mature
Singapore,SIN,Asia,2020,5,496321590.08,153561770.12,102500680.4,86723065.36,59277028.19,24895.75,mature
Singapore,SIN,Asia,2020,6,630474015.8,235959794.5,133462236.01,110112476.6,63335475.85,33265.13,mature
Singapore,SIN,Asia,2020,7,703937083.17,323309176.12,159523405.23,150878224.22,77310254.71,33089.08,mature
Singapore,SIN,Asia,2020,8,541826886.46,216556993.09,133369825.31,91651058.07,69710632.11,30513.42,mature
Singapore,SIN,Asia,2020,9,333607083.14,153312462.89,76772420.78,57362284.07,60204659.17,20513.26,mature
Singapore,SIN,Asia,2020,10,308206837.74,110000611.79,69739578.09,54336021.45,31174990.93,20578.68,mature
Singapore,SIN,Asia,2020,11,314827110.97,148859400.58,76014787.36,61247566.03,47984507.77,27388.18,mature
Singapore,SIN,Asia,2020,12,480143935.0,218862443.79,119479973.65,81087892.28,53630727.7,34057.59,mature
Singapore,SIN,Asia,2021,1,733768607.7,227230917.6,212613896.57,160730486.7,103072820.18,27263.45,mature
Singapore,SIN,Asia,2021,2,408546535.33,147933246.95,103357113.45,88117398.03,69104519.88,21703.49,mature
Singapore,SIN,Asia,2021,3,732947645.57,274704979.92,202903178.72,177770106.84,140320262.21,23681.67,mature
Singapore,SIN,Asia,2021,4,836680471.86,264227092.88,173468109.79,159199853.25,144984469.65,24475.08,mature
Singapore,SIN,Asia,2021,5,870574064.1,370405289.39,247531983.39,134097620.92,167482482.16,24062.3,mature
Singapore,SIN,Asia,2021,6,1051035842.68,325145790.74,298013702.08,255838312.79,185888512.66,32936.47,mature
Singapore,SIN,Asia,2021,7,1551125607.38,735639422.05,391250266.47,338217180.89,199544799.14,36538.34,mature
Singapore,SIN,Asia,2021,8,1355748573.88,571839197.11,370744057.93,257204560.57,189844263.53,32318.97,mature
Singapore,SIN,Asia,2021,9,881347502.78,355793005.5,263195418.91,208248548.37,144510817.58,27536.95,mature
Singapore,SIN,Asia,2021,10,759198257.48,272692650.66,183547094.84,163441332.81,105947868.54,20349.48,mature
Singapore,SIN,Asia,2021,11,591572870.37,255903215.97,138851622.89,135140920.66,77087287.76,26575.6,mature
Singapore,SIN,Asia,2021,12,992458345.29,331988488.88,198763651.55,231476049.98,161483740.55,30897.49,mature
Singapore,SIN,Asia,2022,1,836485865.55,361704561.11,221969749.17,172776150.58,154114996.18,24619.18,mature
Singapore,SIN,Asia,2022,2,876941015.03,404236387.2,244371337.2,149036549.58,127486473.37,23633.4,mature
Singapore,SIN,Asia,2022,3,1329192827.44,619631200.56,269029500.52,229026586.41,189260363.52,26629.66,mature
Singapore,SIN,Asia,2022,4,1022457321.39,360032707.18,230901520.42,175307299.52,142802419.82,20638.61,mature
Singapore,SIN,Asia,2022,5,1279906891.49,446460613.79,330480574.69,263350833.91,232677356.19,26462.95,mature
Singapore,SIN,Asia,2022,6,2047654627.46,705854651.33,592083563.73,477706984.94,332027951.3,33416.37,mature
Singapore,SIN,Asia,2022,7,1531115197.21,464270209.81,334184972.72,259774908.1,173972568.87,31129.09,mature
Singapore,SIN,Asia,2022,8,1742343793.09,640446745.42,479917864.92,384974718.39,192420845.64,32413.89,mature
Singapore,SIN,Asia,2022,9,1345918341.78,606239106.09,291180450.51,218643973.1,146374930.18,27710.9,mature
Singapore,SIN,Asia,2022,10,1107469082.91,384576736.96,229574796.45,212836466.01,189233068.48,25845.25,mature
Singapore,SIN,Asia,2022,11,977871054.15,387754343.18,214415338.26,188645849.77,132887027.24,22596.15,mature
Singapore,SIN,Asia,2022,12,1354800132.92,532629267.08,283464674.89,215869565.54,170787538.66,33719.95,mature
Malaysia,MAL,Asia,2018,1,266818043.02,93534896.08,54018486.37,49381066.77,32375973.48,2103.51,emerging
Malaysia,MAL,Asia,2018,2,312217427.58,147251579.62,71823085.26,61678088.07,61063238.0,2690.46,emerging
Malaysia,MAL,Asia,2018,3,402386718.6,188995671.5,113729567.2,98234225.86,52539659.73,2412.22,emerging
Malaysia,MAL,Asia,2018,4,332711928.38,106730907.96,85550135.6,67549769.93,43201081.26,2048.84,emerging
Malaysia,MAL,Asia,2018,5,430519255.38,190236249.58,100763155.37,90579175.62,73717535.99,2204.03,emerging
Malaysia,MAL,Asia,2018,6,554408004.01,187767597.52,158603941.9,88346631.29,101427318.97,3349.43,emerging
Malaysia,MAL,Asia,2018,7,898837175.91,372298226.17,236347082.82,167005480.8,165528436.14,3656.53,emerging
Malaysia,MAL,Asia,2018,8,568391183.18,234151710.78,113780253.5,138678530.98,110739456.66,3223.36,emerging
Malaysia,MAL,Asia,2018,9,424295536.57,163204415.28,92437496.62,84539310.93,76008746.76,2553.08,emerging
Malaysia,MAL,Asia,2018,10,388538655.74,157552158.48,110711922.42,70447262.21,72266790.07,2473.59,emerging
Malaysia,MAL,Asia,2018,11,329388117.6,98975452.75,89986923.53,78323335.64,48893082.26,2348.23,emerging
Malaysia,MAL,Asia,2018,12,422287111.5,194712231.26,121820319.52,104491571.91,56825077.45,3367.79,emerging
Malaysia,MAL,Asia,2019,1,365086524.42,169613237.01,92434501.91,71624621.48,57389122.01,2465.58,emerging
Malaysia,MAL,Asia,2019,2,294073927.6,99519092.56,60774232.84,62049033.06,40556745.84,2285.79,emerging
Malaysia,MAL,Asia,2019,3,418364961.17,144165150.01,96672078.97,103357324.56,65109770.94,2683.51,emerging
Malaysia,MAL,Asia,2019,4,397436116.53,187660934.32,109031634.18,82394187.67,75079644.49,2278.15,emerging
Malaysia,MAL,Asia,2019,5,446583730.57,169210034.57,125514595.03,84223145.79,86044918.59,2087.03,emerging
Malaysia,MAL,Asia,2019,6,605980231.93,222593180.16,146995204.04,132525579.23,72435815.64,3139.31,emerging
Malaysia,MAL,Asia,2019,7,651438901.9,322658901.63,188836314.14,117273469.85,96639712.93,3031.46,emerging
Malaysia,MAL,Asia,2019,8,651178692.41,308557839.87,169115022.68,151492231.14,124504985.14,3393.62,emerging
Malaysia,MAL,Asia,2019,9,428157039.86,152893377.62,106983933.76,100654137.28,67803769.8,2443.86,emerging
Malaysia,MAL,Asia,2019,10,305520803.48,146371106.85,72511073.81,59518932.27,51263756.02,2693.17,emerging
Malaysia,MAL,Asia,2019,11,335754960.52,131989117.19,72166682.53,78833793.59,65229950.99,2099.96,emerging
Malaysia,MAL,Asia,2019,12,383652164.72,166301045.91,101151551.72,86708258.99,65058953.47,3131.01,emerging
Malaysia,MAL,Asia,2020,1,122070933.64,43731000.21,26431191.81,29555130.84,18577041.12,2180.15,emerging
Malaysia,MAL,Asia,2020,2,89804463.09,35011560.45,22924593.38,20558881.15,16139870.58,2753.98,emerging
Malaysia,MAL,Asia,2020,3,114727339.19,41032986.99,24067579.66,26449980.79,20580495.93,2190.75,emerging
Malaysia,MAL,Asia,2020,4,89653640.67,31512046.0,21963949.66,18305291.57,13650163.23,2077.43,emerging
Malaysia,MAL,Asia,2020,5,172080573.88,77922401.35,36363857.32,30862691.85,23152189.1,2759.2,emerging
Malaysia,MAL,Asia,2020,6,173603999.19,79369861.58,40980287.6,34589324.65,26621377.61,3262.25,emerging
Malaysia,MAL,Asia,2020,7,191904948.13,69956868.47,53349528.93,45417817.14,19902080.33,3228.44,emerging
Malaysia,MAL,Asia,2020,8,167313775.5,71390630.05,45798953.72,36706078.65,31411897.98,3481.5,emerging
Malaysia,MAL,Asia,2020,9,99196387.6,37463940.9,27597322.32,23277226.04,12546046.02,2075.33,emerging
Malaysia,MAL,Asia,2020,10,137087009.83,46082210.04,39082058.18,30576299.98,16752924.75,2458.47,emerging
Malaysia,MAL,Asia,2020,11,97522792.43,39190906.79,22028709.04,23338399.87,11194049.36,2487.57,emerging
Malaysia,MAL,Asia,2020,12,164925177.79,68701175.48,46567376.77,27215621.54,26539340.84,3377.4,emerging
Malaysia,MAL,Asia,2021,1,166009669.76,77114191.39,37098719.59,36869341.78,26592720.28,2020.96,emerging
Malaysia,MAL,Asia,2021,2,152374458.82,51296252.55,34554576.13,36367633.98,22563661.5,2053.9,emerging
Malaysia,MAL,Asia,2021,3,231888677.49,71767222.18,46529944.3,56772067.1,39975681.16,2706.61,emerging
Malaysia,MAL,Asia,2021,4,280721828.75,135633873.98,83782515.97,44851268.16,32515766.44,2608.19,emerging
Malaysia,MAL,Asia,2021,5,227952731.54,105697927.63,53695403.7,47716694.43,42290290.25,2158.56,emerging
Malaysia,MAL,Asia,2021,6,426722087.74,133599465.02,104362305.41,66888689.46,63105520.48,3540.47,emerging
Malaysia,MAL,Asia,2021,7,394121235.52,118339488.5,110872285.99,97323621.76,77410639.93,3189.79,emerging
Malaysia,MAL,Asia,2021,8,402031510.68,187248074.5,107695272.45,92470318.59,74224587.16,3250.18,emerging
Malaysia,MAL,Asia,2021,9,260509231.5,86058163.71,72154440.81,58201763.84,33546707.34,2757.09,emerging
Malaysia,MAL,Asia,2021,10,210441325.53,70571837.23,61307307.24,50071056.38,33965966.79,2312.8,emerging
Malaysia,MAL,Asia,2021,11,161114430.74,55838664.35,44944538.91,24299357.59,23567604.51,2402.79,emerging
Malaysia,MAL,Asia,2021,12,319181080.44,135236087.59,84108135.57,50134009.32,41069180.58,3674.58,emerging
Malaysia,MAL,Asia,2022,1,312336296.1,96800345.65,72803583.97,57905417.82,46810415.05,2525.44,emerging
Malaysia,MAL,Asia,2022,2,204596091.19,79960961.98,52110570.14,33315360.35,24152065.56,2289.96,emerging
Malaysia,MAL,Asia,2022,3,306218411.85,120023405.39,72119092.77,59219012.6,35975107.15,2645.38,emerging
Malaysia,MAL,Asia,2022,4,329247106.77,132721059.0,77666972.4,65041320.65,37853693.72,2197.32,emerging
Malaysia,MAL,Asia,2022,5,356712434.76,134405180.3,84856809.81,85016428.31,36864495.82,2134.29,emerging
Malaysia,MAL,Asia,2022,6,533615020.18,262167520.37,135658329.23,118396246.79,103268095.31,3774.6,emerging
Malaysia,MAL,Asia,2022,7,577531868.13,209716907.38,121912627.59,119193690.37,66961838.64,3213.9,emerging
Malaysia,MAL,Asia,2022,8,769166586.35,297139335.62,224572547.24,131150587.07,130299625.22,3727.74,emerging
Malaysia,MAL,Asia,2022,9,386132368.27,146705253.89,111914409.57,74708969.81,46275281.89,2505.58,emerging
Malaysia,MAL,Asia,2022,10,385688206.36,149761296.0,85162770.63,71878113.81,62231156.82,2754.6,emerging
Malaysia,MAL,Asia,2022,11,291651359.73,124541956.58,77633429.47,47346128.53,38348798.76,2403.09,emerging
Malaysia,MAL,Asia,2022,12,327581957.81,140884302.7,68410523.68,59460959.98,63266629.09,3590.02,emerging
Vietnam,VIE,Asia,2018,1,363901110.35,157979868.85,75431744.59,76675972.2,36833638.51,889.23,emerging
Vietnam,VIE,Asia,2018,2,329649304.82,147103467.21,82321462.32,49572881.49,54939686.69,838.6,emerging
Vietnam,VIE,Asia,2018,3,387923149.69,161831255.6,105096042.92,61692247.07,66541305.54,878.57,emerging
Vietnam,VIE,Asia,2018,4,377643452.55,138294522.13,101409880.12,81026532.74,60402568.72,826.78,emerging
Vietnam,VIE,Asia,2018,5,444136901.12,159553670.11,132858347.43,85856511.81,47053041.31,718.1,emerging
Vietnam,VIE,Asia,2018,6,693111800.47,231905794.23,166590794.95,123235202.81,136118525.12,1234.55,emerging
Vietnam,VIE,Asia,2018,7,698151703.62,308403902.23,181406549.85,107723074.47,96646165.11,1103.28,emerging
Vietnam,VIE,Asia,2018,8,559446382.26,278585649.27,157312333.9,131842170.9,73484466.66,1106.29,emerging
Vietnam,VIE,Asia,2018,9,399285669.67,160960495.02,105052663.92,88972565.76,72702008.83,754.92,emerging
Vietnam,VIE,Asia,2018,10,422757110.85,128909289.04,118206941.72,89237134.73,64769973.49,892.05,emerging
Vietnam,VIE,Asia,2018,11,314322948.09,149739570.32,80004333.77,52246383.43,45161202.96,830.37,emerging
Vietnam,VIE,Asia,2018,12,518108592.34,239830784.26,114141685.54,114716690.2,65086185.83,1240.96,emerging
Vietnam,VIE,Asia,2019,1,306484802.71,120688649.97,74808944.63,46870102.6,54370686.73,759.83,emerging
Vietnam,VIE,Asia,2019,2,352535466.86,143195904.64,76604232.45,61621014.79,39707275.68,885.29,emerging
Vietnam,VIE,Asia,2019,3,347981434.4,165388434.76,86305060.55,56060277.74,43662805.61,714.72,emerging
Vietnam,VIE,Asia,2019,4,461697152.92,185534449.72,116146119.24,93523446.64,51323031.83,911.27,emerging
Vietnam,VIE,Asia,2019,5,531875246.96,168549749.64,143608360.2,82853654.78,76781072.94,916.52,emerging
Vietnam,VIE,Asia,2019,6,607696552.09,275705185.4,141877456.86,124659696.45,70813339.05,1234.72,emerging
Vietnam,VIE,Asia,2019,7,920445496.5,406593422.86,218540799.97,167330971.1,114009945.88,1248.94,emerging
Vietnam,VIE,Asia,2019,8,772787678.49,299009211.07,180076315.66,185872573.01,88887425.75,1206.2,emerging
Vietnam,VIE,Asia,2019,9,503409292.2,185734440.32,113763023.68,104981126.89,80597393.86,738.49,emerging
Vietnam,VIE,Asia,2019,10,316048742.32,103950268.48,69484224.84,49630021.11,35547961.21,685.8,emerging
Vietnam,VIE,Asia,2019,11,300209739.47,110814656.34,83797815.13,51573183.62,50135801.98,732.39,emerging
Vietnam,VIE,Asia,2019,12,492057142.9,212395572.78,137516154.76,103568578.57,59115365.79,1022.59,emerging
Vietnam,VIE,Asia,2020,1,85374909.12,39360929.63,20762937.93,14985299.85,16500336.43,755.26,emerging
Vietnam,VIE,Asia,2020,2,89346081.29,41201314.79,18088131.0,16433751.59,13034672.12,832.61,emerging
Vietnam,VIE,Asia,2020,3,111219880.29,37591694.18,27782209.51,24308499.17,14968817.39,820.03,emerging
Vietnam,VIE,Asia,2020,4,128414056.31,48531628.07,31711381.24,20986618.06,21204686.51,846.24,emerging
Vietnam,VIE,Asia,2020,5,140612614.57,65493141.12,35904634.86,28969808.83,26891832.41,728.52,emerging
Vietnam,VIE,Asia,2020,6,178942154.68,72658913.55,42627689.75,44132934.41,32079211.43,1050.19,emerging
Vietnam,VIE,Asia,2020,7,208741173.62,71144058.37,46702148.01,31920300.06,34202979.45,1198.89,emerging
Vietnam,VIE,Asia,2020,8,180048608.63,65251081.16,47479380.31,41927696.51,20400039.33,1101.45,emerging
Vietnam,VIE,Asia,2020,9,134592084.68,41300152.64,28198473.0,31469354.05,20090611.99,903.5,emerging
Vietnam,VIE,Asia,2020,10,128333694.0,50349235.08,37552017.19,22325309.61,20744495.13,908.69,emerging
Vietnam,VIE,Asia,2020,11,113872637.74,42726444.1,22791092.42,17810275.02,21169602.08,922.61,emerging
Vietnam,VIE,Asia,2020,12,144800838.59,58983700.62,40535924.75,33471857.89,21393184.43,1131.96,emerging
Vietnam,VIE,Asia,2021,1,169224053.81,66620970.22,45267796.1,25948170.5,19257686.95,888.23,emerging
Vietnam,VIE,Asia,2021,2,227452622.17,82479707.89,53104363.14,49197801.95,36222697.83,886.56,emerging
Vietnam,VIE,Asia,2021,3,191380958.14,86724856.64,50088653.62,45076566.67,29386486.99,692.71,emerging
Vietnam,VIE,Asia,2021,4,245756236.15,91978717.49,49259845.1,37841157.5,27800226.22,776.41,emerging
Vietnam,VIE,Asia,2021,5,260234142.18,123905309.82,64985575.13,43724446.71,29825730.68,906.24,emerging
Vietnam,VIE,Asia,2021,6,303089393.46,146011668.24,76423022.46,69833064.53,45668126.34,1072.54,emerging
Vietnam,VIE,Asia,2021,7,497347049.14,209890661.8,101027984.89,96747355.72,92707928.8,1161.58,emerging
Vietnam,VIE,Asia,2021,8,420435779.91,162736851.45,106225015.9,79074175.64,63712836.72,1131.25,emerging
Vietnam,VIE,Asia,2021,9,210347831.41,103825450.87,42787482.17,41716338.23,25451930.52,706.11,emerging
Vietnam,VIE,Asia,2021,10,184661333.16,79467356.75,55124755.09,41541504.99,23156912.82,686.71,emerging
Vietnam,VIE,Asia,2021,11,210608057.22,65279296.52,53319015.45,33685983.68,37795882.91,796.33,emerging
Vietnam,VIE,Asia,2021,12,283947184.73,85715759.4,81253106.5,69355298.44,30852395.65,1022.29,emerging
Vietnam,VIE,Asia,2022,1,267772611.69,120053026.97,68004964.12,65583853.8,37198435.97,742.29,emerging
Vietnam,VIE,Asia,2022,2,259034985.51,78733457.94,66438703.68,58337408.91,46383245.33,672.84,emerging
Vietnam,VIE,Asia,2022,3,329816549.72,114055479.86,90317158.75,76751546.46,60563400.08,901.7,emerging
Vietnam,VIE,Asia,2022,4,300196272.18,127642434.67,76597039.23,62965745.86,38486099.78,775.71,emerging
Vietnam,VIE,Asia,2022,5,471860103.26,208563799.25,103618043.14,91712260.32,67103488.41,844.18,emerging
Vietnam,VIE,Asia,2022,6,506951545.48,219662414.94,125531130.32,109122907.42,64020964.25,1196.74,emerging
