Country,Country_Code,Region,Year,Month,Flight_Capacity,Passengers,Load_Factor,Average_Ticket_Price,Revenue,Tourism_Maturity
Nepal,NEP,Asia,2020,5,86757,75393,0.869,87.33,6584295.68,emerging
Nepal,NEP,Asia,2020,6,74866,62011,0.828,124.4,7714174.95,emerging
Nepal,NEP,Asia,2020,7,76070,70704,0.929,142.99,10109948.54,emerging
Nepal,NEP,Asia,2020,8,80083,53579,0.669,124.12,6650459.61,emerging
Nepal,NEP,Asia,2020,9,59134,51168,0.865,90.03,4606654.15,emerging
Nepal,NEP,Asia,2020,10,65435,54842,0.838,72.65,3984245.79,emerging
Nepal,NEP,Asia,2020,11,69921,47131,0.674,89.72,4228736.92,emerging
Nepal,NEP,Asia,2020,12,45841,29341,0.64,109.28,3206492.31,emerging
Nepal,NEP,Asia,2021,1,132736,107727,0.812,81.77,8809156.98,emerging
Nepal,NEP,Asia,2021,2,130805,107146,0.819,88.74,9508368.97,emerging
Nepal,NEP,Asia,2021,3,118979,71717,0.603,78.98,5664100.2,emerging
Nepal,NEP,Asia,2021,4,104217,86692,0.832,78.71,6823766.78,emerging
Nepal,NEP,Asia,2021,5,153538,111115,0.724,75.87,8429891.25,emerging
Nepal,NEP,Asia,2021,6,169803,157355,0.927,111.05,17473626.76,emerging
Nepal,NEP,Asia,2021,7,227873,175674,0.771,135.85,23866102.0,emerging
Nepal,NEP,Asia,2021,8,152205,98369,0.646,140.07,13778277.29,emerging
Nepal,NEP,Asia,2021,9,134548,102669,0.763,95.49,9804300.23,emerging
Nepal,NEP,Asia,2021,10,132466,88057,0.665,80.88,7122205.59,emerging
Nepal,NEP,Asia,2021,11,106347,92615,0.871,98.6,9132002.89,emerging
Nepal,NEP,Asia,2021,12,95044,78843,0.83,134.86,10632714.35,emerging
Nepal,NEP,Asia,2022,1,140304,100682,0.718,83.13,8369963.75,emerging
Nepal,NEP,Asia,2022,2,138101,123969,0.898,78.86,9776628.7,emerging
Nepal,NEP,Asia,2022,3,179557,154964,0.863,74.36,11523029.28,emerging
Nepal,NEP,Asia,2022,4,232051,150956,0.651,86.56,13066301.54,emerging
Nepal,NEP,Asia,2022,5,231723,158250,0.683,94.94,15023609.03,emerging
Nepal,NEP,Asia,2022,6,176425,117635,0.667,124.75,14675159.43,emerging
Nepal,NEP,Asia,2022,7,273055,170420,0.624,119.79,20415050.25,emerging
Nepal,NEP,Asia,2022,8,212090,153797,0.725,110.55,17002206.65,emerging
Nepal,NEP,Asia,2022,9,207081,183750,0.887,98.14,18032676.16,emerging
Nepal,NEP,Asia,2022,10,156778,125304,0.799,74.84,9378151.42,emerging
Nepal,NEP,Asia,2022,11,152166,91719,0.603,72.4,6640274.35,emerging
Nepal,NEP,Asia,2022,12,174930,109515,0.626,118.99,13030810.96,emerging
Sri Lanka,SRI,Asia,2018,1,174901,165252,0.945,254.53,42060973.12,emerging
Sri Lanka,SRI,Asia,2018,2,130736,104026,0.796,280.71,29201581.83,emerging
Sri Lanka,SRI,Asia,2018,3,169840,146726,0.864,308.81,45310078.12,emerging
Sri Lanka,SRI,Asia,2018,4,165062,124128,0.752,283.87,35235983.6,emerging
Sri Lanka,SRI,Asia,2018,5,200358,126863,0.633,251.37,31889847.93,emerging
Sri Lanka,SRI,Asia,2018,6,160597,107805,0.671,389.07,41943844.12,emerging
Sri Lanka,SRI,Asia,2018,7,161236,122458,0.76,421.15,51573037.66,emerging
Sri Lanka,SRI,Asia,2018,8,204155,187323,0.918,426.38,79870175.09,emerging
Sri Lanka,SRI,Asia,2018,9,173537,160258,0.923,254.68,40814853.65,emerging
Sri Lanka,SRI,Asia,2018,10,127383,95744,0.752,271.9,26033033.2,emerging
Sri Lanka,SRI,Asia,2018,11,113778,100760,0.886,250.04,25194064.55,emerging
Sri Lanka,SRI,Asia,2018,12,167642,145938,0.871,429.6,62695140.23,emerging
Sri Lanka,SRI,Asia,2019,1,122441,95551,0.78,263.5,25177668.12,emerging
Sri Lanka,SRI,Asia,2019,2,117480,104596,0.89,274.26,28686289.58,emerging
Sri Lanka,SRI,Asia,2019,3,143629,128553,0.895,247.9,31868437.35,emerging
Sri Lanka,SRI,Asia,2019,4,143061,114788,0.802,278.27,31941977.7,emerging
Sri Lanka,SRI,Asia,2019,5,246759,229488,0.93,281.88,64688129.67,emerging
Sri Lanka,SRI,Asia,2019,6,205579,159472,0.776,446.77,71248084.25,emerging
Sri Lanka,SRI,Asia,2019,7,231813,157167,0.678,367.67,57785188.83,emerging
Sri Lanka,SRI,Asia,2019,8,201003,138968,0.691,436.63,60677820.49,emerging
Sri Lanka,SRI,Asia,2019,9,210435,148377,0.705,297.19,44096013.33,emerging
Sri Lanka,SRI,Asia,2019,10,124889,117330,0.939,245.23,28773333.94,emerging
Sri Lanka,SRI,Asia,2019,11,140968,111066,0.788,311.14,34557448.43,emerging
Sri Lanka,SRI,Asia,2019,12,133370,100598,0.754,395.97,39833326.14,emerging
Sri Lanka,SRI,Asia,2020,1,35586,31051,0.873,240.49,7467501.1,emerging
Sri Lanka,SRI,Asia,2020,2,36894,32600,0.884,321.12,10468596.82,emerging
Sri Lanka,SRI,Asia,2020,3,44435,31846,0.717,278.45,8867554.56,emerging
Sri Lanka,SRI,Asia,2020,4,71870,65287,0.908,281.72,18392479.44,emerging
Sri Lanka,SRI,Asia,2020,5,60252,53505,0.888,321.1,17180353.17,emerging
Sri Lanka,SRI,Asia,2020,6,53902,48521,0.9,467.01,22659886.19,emerging
Sri Lanka,SRI,Asia,2020,7,49179,46121,0.938,400.03,18449948.37,emerging
Sri Lanka,SRI,Asia,2020,8,52703,46229,0.877,439.79,20330938.96,emerging
Sri Lanka,SRI,Asia,2020,9,63910,47306,0.74,273.6,12942729.29,emerging
Sri Lanka,SRI,Asia,2020,10,33665,25651,0.762,305.17,7827822.54,emerging
Sri Lanka,SRI,Asia,2020,11,39989,30469,0.762,259.75,7914194.75,emerging
Sri Lanka,SRI,Asia,2020,12,53192,33041,0.621,444.65,14691547.38,emerging
Sri Lanka,SRI,Asia,2021,1,94761,58236,0.615,316.81,18449878.94,emerging
Sri Lanka,SRI,Asia,2021,2,71220,57671,0.81,305.88,17640564.78,emerging
Sri Lanka,SRI,Asia,2021,3,88022,75329,0.856,308.61,23246932.53,emerging
Sri Lanka,SRI,Asia,2021,4,99188,72206,0.728,261.88,18909508.99,emerging
Sri Lanka,SRI,Asia,2021,5,128800,121004,0.939,272.19,32936036.16,emerging
Sri Lanka,SRI,Asia,2021,6,82153,55690,0.678,440.48,24530335.74,emerging
Sri Lanka,SRI,Asia,2021,7,119340,104188,0.873,470.76,49047920.96,emerging
Sri Lanka,SRI,Asia,2021,8,151464,91372,0.603,474.98,43399735.48,emerging
Sri Lanka,SRI,Asia,2021,9,117197,73765,0.629,277.37,20460319.19,emerging
Sri Lanka,SRI,Asia,2021,10,99359,92884,0.935,254.77,23664309.83,emerging
Sri Lanka,SRI,Asia,2021,11,63909,48910,0.765,327.13,15999874.52,emerging
Sri Lanka,SRI,Asia,2021,12,101901,69269,0.68,398.32,27591342.91,emerging
Sri Lanka,SRI,Asia,2022,1,126436,108380,0.857,327.51,35495368.91,emerging
Sri Lanka,SRI,Asia,2022,2,113895,76911,0.675,308.38,23717461.72,emerging
Sri Lanka,SRI,Asia,2022,3,109978,97467,0.886,294.14,28668953.97,emerging
Sri Lanka,SRI,Asia,2022,4,161988,151622,0.936,244.57,37082701.96,emerging
Sri Lanka,SRI,Asia,2022,5,169417,130361,0.769,319.15,41605288.99,emerging
Sri Lanka,SRI,Asia,2022,6,186496,174845,0.938,434.17,75912470.09,emerging
Sri Lanka,SRI,Asia,2022,7,146278,89052,0.609,386.75,34440965.98,emerging
Sri Lanka,SRI,Asia,2022,8,198521,183472,0.924,398.51,73115140.52,emerging
Sri Lanka,SRI,Asia,2022,9,152259,112399,0.738,267.74,30094204.21,emerging
Sri Lanka,SRI,Asia,2022,10,132932,100336,0.755,322.24,32332472.12,emerging
Sri Lanka,SRI,Asia,2022,11,106400,74167,0.697,315.83,23424230.51,emerging
Sri Lanka,SRI,Asia,2022,12,134009,110806,0.827,390.06,43220474.69,emerging
United Arab Emirates,UNI,Middle East,2018,1,47757,29618,0.62,1769.85,52419536.06,emerging
United Arab Emirates,UNI,Middle East,2018,2,61086,38714,0.634,2032.4,78682402.59,emerging
United Arab Emirates,UNI,Middle East,2018,3,63535,57030,0.898,1830.47,104391690.58,emerging
United Arab Emirates,UNI,Middle East,2018,4,54004,37155,0.688,1885.01,70037393.96,emerging
United Arab Emirates,UNI,Middle East,2018,5,35004,28195,0.805,1730.69,48796874.17,emerging
United Arab Emirates,UNI,Middle East,2018,6,34900,23222,0.665,3411.72,79227006.36,emerging
United Arab Emirates,UNI,Middle East,2018,7,33718,30475,0.904,2748.29,83754241.02,emerging
United Arab Emirates,UNI,Middle East,2018,8,37603,28020,0.745,2732.82,76573544.46,emerging
United Arab Emirates,UNI,Middle East,2018,9,46801,40562,0.867,2362.35,95821547.4,emerging
United Arab Emirates,UNI,Middle East,2018,10,66739,43436,0.651,1928.04,83746404.45,emerging
United Arab Emirates,UNI,Middle East,2018,11,65584,42257,0.644,2228.29,94160645.1,emerging
United Arab Emirates,UNI,Middle East,2018,12,65161,60636,0.931,3086.81,187171508.24,emerging
United Arab Emirates,UNI,Middle East,2019,1,66048,41279,0.625,1816.33,74976208.0,emerging
United Arab Emirates,UNI,Middle East,2019,2,66991,63422,0.947,1987.79,126069651.8,emerging
United Arab Emirates,UNI,Middle East,2019,3,77990,63924,0.82,2338.59,149492233.73,emerging
United Arab Emirates,UNI,Middle East,2019,4,57318,45320,0.791,1983.67,89900074.08,emerging
United Arab Emirates,UNI,Middle East,2019,5,41697,28941,0.694,2041.05,59069920.24,emerging
United Arab Emirates,UNI,Middle East,2019,6,37132,23334,0.628,3218.97,75111423.56,emerging
United Arab Emirates,UNI,Middle East,2019,7,34198,31057,0.908,2946.24,91501271.16,emerging
United Arab Emirates,UNI,Middle East,2019,8,29763,22664,0.762,2698.34,61155265.88,emerging
United Arab Emirates,UNI,Middle East,2019,9,57999,35756,0.616,1961.23,70125657.0,emerging
United Arab Emirates,UNI,Middle East,2019,10,47292,28430,0.601,2339.56,66513674.01,emerging
United Arab Emirates,UNI,Middle East,2019,11,84386,67038,0.794,1874.13,125637693.86,emerging
United Arab Emirates,UNI,Middle East,2019,12,82424,76082,0.923,3314.88,252202521.09,emerging
United Arab Emirates,UNI,Middle East,2020,1,13663,8555,0.626,1777.04,15202603.79,emerging
United Arab Emirates,UNI,Middle East,2020,2,22284,20201,0.907,2000.19,40405761.95,emerging
United Arab Emirates,UNI,Middle East,2020,3,20798,17167,0.825,2240.51,38462787.56,emerging
United Arab Emirates,UNI,Middle East,2020,4,16775,13679,0.815,1869.32,25570491.53,emerging
United Arab Emirates,UNI,Middle East,2020,5,13613,11617,0.853,2237.69,25995242.46,emerging
United Arab Emirates,UNI,Middle East,2020,6,10639,7080,0.666,3165.2,22409647.33,emerging
United Arab Emirates,UNI,Middle East,2020,7,8882,7080,0.797,3108.74,22009885.28,emerging
United Arab Emirates,UNI,Middle East,2020,8,9976,8798,0.882,2820.88,24818126.62,emerging
United Arab Emirates,UNI,Middle East,2020,9,15160,9751,0.643,2263.1,22067485.99,emerging
United Arab Emirates,UNI,Middle East,2020,10,21571,15203,0.705,1823.6,27724191.31,emerging
United Arab Emirates,UNI,Middle East,2020,11,14826,11879,0.801,1778.97,21132397.99,emerging
United Arab Emirates,UNI,Middle East,2020,12,15853,13274,0.837,3108.03,41255979.2,emerging
United Arab Emirates,UNI,Middle East,2021,1,38446,28157,0.732,2301.96,64816396.99,emerging
United Arab Emirates,UNI,Middle East,2021,2,25671,16415,0.639,1985.87,32598098.53,emerging
United Arab Emirates,UNI,Middle East,2021,3,40774,24926,0.611,2086.0,51995517.2,emerging
United Arab Emirates,UNI,Middle East,2021,4,26089,23754,0.911,2063.97,49027509.21,emerging
United Arab Emirates,UNI,Middle East,2021,5,25081,23349,0.931,2212.89,51668775.9,emerging
United Arab Emirates,UNI,Middle East,2021,6,21942,16827,0.767,3137.21,52789908.85,emerging
United Arab Emirates,UNI,Middle East,2021,7,18439,11635,0.631,2847.66,33132563.7,emerging
United Arab Emirates,UNI,Middle East,2021,8,28487,19657,0.69,2692.45,52925546.9,emerging
United Arab Emirates,UNI,Middle East,2021,9,27143,22736,0.838,2116.0,48109296.35,emerging
United Arab Emirates,UNI,Middle East,2021,10,37353,26620,0.713,2301.05,61254009.61,emerging
United Arab Emirates,UNI,Middle East,2021,11,39305,30650,0.78,2331.98,71475222.08,emerging
United Arab Emirates,UNI,Middle East,2021,12,42363,35226,0.832,3392.54,119505590.99,emerging
United Arab Emirates,UNI,Middle East,2022,1,49559,35065,0.708,1923.23,67438231.49,emerging
United Arab Emirates,UNI,Middle East,2022,2,53223,43204,0.812,2003.55,86561504.25,emerging
United Arab Emirates,UNI,Middle East,2022,3,67129,50302,0.749,1896.36,95390612.81,emerging
United Arab Emirates,UNI,Middle East,2022,4,30613,28767,0.94,2251.68,64774138.04,emerging
United Arab Emirates,UNI,Middle East,2022,5,40903,36431,0.891,2242.64,81701492.28,emerging
United Arab Emirates,UNI,Middle East,2022,6,32504,23894,0.735,3057.17,73048089.95,emerging
United Arab Emirates,UNI,Middle East,2022,7,23955,22466,0.938,3427.21,76995683.68,emerging
United Arab Emirates,UNI,Middle East,2022,8,35314,26801,0.759,3007.05,80591877.52,emerging
United Arab Emirates,UNI,Middle East,2022,9,43062,30257,0.703,2060.43,62342293.04,emerging
United Arab Emirates,UNI,Middle East,2022,10,42607,40355,0.947,1993.51,80448190.37,emerging
United Arab Emirates,UNI,Middle East,2022,11,72512,61888,0.853,1907.01,118021231.77,emerging
United Arab Emirates,UNI,Middle East,2022,12,43471,41231,0.948,3244.03,133754545.9,emerging
Saudi Arabia,SAU,Middle East,2018,1,178899,111562,0.624,1160.44,129460584.25,emerging
Saudi Arabia,SAU,Middle East,2018,2,186324,126228,0.677,1173.55,148135299.61,emerging
Saudi Arabia,SAU,Middle East,2018,3,232409,178605,0.768,1245.22,222401856.69,emerging
Saudi Arabia,SAU,Middle East,2018,4,205680,187723,0.913,985.74,185046213.65,emerging
Saudi Arabia,SAU,Middle East,2018,5,163977,104384,0.637,1025.08,107001961.08,emerging
Saudi Arabia,SAU,Middle East,2018,6,136964,128335,0.937,1729.78,221991024.09,emerging
Saudi Arabia,SAU,Middle East,2018,7,113318,98957,0.873,1634.6,161755507.79,emerging
Saudi Arabia,SAU,Middle East,2018,8,103049,79918,0.776,1655.5,132304631.42,emerging
Saudi Arabia,SAU,Middle East,2018,9,153178,102805,0.671,1014.46,104291985.68,emerging
Saudi Arabia,SAU,Middle East,2018,10,220457,143544,0.651,1168.51,167733067.96,emerging
Saudi Arabia,SAU,Middle East,2018,11,220491,159563,0.724,1198.49,191235425.08,emerging
Saudi Arabia,SAU,Middle East,2018,12,191492,140256,0.732,1783.95,250209855.18,emerging
Saudi Arabia,SAU,Middle East,2019,1,209827,188980,0.901,1093.95,206734397.16,emerging
Saudi Arabia,SAU,Middle East,2019,2,169525,138075,0.814,1018.44,140620635.83,emerging
Saudi Arabia,SAU,Middle East,2019,3,246223,155190,0.63,1003.39,155715408.29,emerging
Saudi Arabia,SAU,Middle East,2019,4,258888,231264,0.893,1217.29,281516208.36,emerging
Saudi Arabia,SAU,Middle East,2019,5,160842,133714,0.831,999.47,133643419.15,emerging
Saudi Arabia,SAU,Middle East,2019,6,149985,136564,0.911,1398.81,191027238.24,emerging
Saudi Arabia,SAU,Middle East,2019,7,146899,130663,0.889,1730.36,226094626.27,emerging
Saudi Arabia,SAU,Middle East,2019,8,128486,111730,0.87,1837.51,205305424.0,emerging
Saudi Arabia,SAU,Middle East,2019,9,197042,142473,0.723,1131.8,161251374.41,emerging
Saudi Arabia,SAU,Middle East,2019,10,204162,191814,0.94,1230.55,236036373.94,emerging
Saudi Arabia,SAU,Middle East,2019,11,252641,220668,0.873,1233.84,272269445.42,emerging
Saudi Arabia,SAU,Middle East,2019,12,176092,141369,0.803,1601.59,226415106.99,emerging
Saudi Arabia,SAU,Middle East,2020,1,66313,48586,0.733,1164.6,56583157.25,emerging
Saudi Arabia,SAU,Middle East,2020,2,58200,37182,0.639,956.96,35581571.23,emerging
Saudi Arabia,SAU,Middle East,2020,3,59228,36210,0.611,1103.88,39971340.7,emerging
Saudi Arabia,SAU,Middle East,2020,4,53176,34264,0.644,1131.09,38755702.37,emerging
Saudi Arabia,SAU,Middle East,2020,5,50189,32697,0.651,1059.41,34639479.63,emerging
Saudi Arabia,SAU,Middle East,2020,6,48701,29506,0.606,1447.6,42712768.36,emerging
Saudi Arabia,SAU,Middle East,2020,7,32390,27749,0.857,1593.5,44218029.51,emerging
Saudi Arabia,SAU,Middle East,2020,8,36385,32607,0.896,1767.46,57631571.79,emerging
Saudi Arabia,SAU,Middle East,2020,9,47266,36487,0.772,1140.13,41599887.13,emerging
Saudi Arabia,SAU,Middle East,2020,10,45457,42321,0.931,1069.3,45253673.05,emerging
Saudi Arabia,SAU,Middle East,2020,11,80693,74034,0.917,960.81,71132525.65,emerging
Saudi Arabia,SAU,Middle East,2020,12,50432,42350,0.84,1557.1,65943242.82,emerging
Saudi Arabia,SAU,Middle East,2021,1,104021,64908,0.624,1052.4,68308933.49,emerging
Saudi Arabia,SAU,Middle East,2021,2,109790,94294,0.859,998.37,94140648.55,emerging
Saudi Arabia,SAU,Middle East,2021,3,134631,119364,0.887,1235.81,147511193.18,emerging
Saudi Arabia,SAU,Middle East,2021,4,127862,95925,0.75,1117.34,107180372.04,emerging
Saudi Arabia,SAU,Middle East,2021,5,107859,97744,0.906,1226.56,119888687.57,emerging
Saudi Arabia,SAU,Middle East,2021,6,113831,100598,0.884,1447.53,145618326.23,emerging
Saudi Arabia,SAU,Middle East,2021,7,76116,67370,0.885,1783.82,120176011.12,emerging
Saudi Arabia,SAU,Middle East,2021,8,84143,65480,0.778,1681.34,110094316.05,emerging
Saudi Arabia,SAU,Middle East,2021,9,89474,71621,0.8,1083.25,77583694.73,emerging
Saudi Arabia,SAU,Middle East,2021,10,146331,133980,0.916,1195.17,160129326.19,emerging
Saudi Arabia,SAU,Middle East,2021,11,109778,81313,0.741,1160.13,94334022.02,emerging
Saudi Arabia,SAU,Middle East,2021,12,112439,76743,0.683,1788.25,137235923.57,emerging
Saudi Arabia,SAU,Middle East,2022,1,143154,88466,0.618,1120.3,99108644.33,emerging
Saudi Arabia,SAU,Middle East,2022,2,170326,151951,0.892,1256.3,190895511.62,emerging
Saudi Arabia,SAU,Middle East,2022,3,197407,148663,0.753,1246.58,185320719.72,emerging
Saudi Arabia,SAU,Middle East,2022,4,169215,122263,0.723,1074.63,131387193.24,emerging
Saudi Arabia,SAU,Middle East,2022,5,143929,132586,0.921,1043.4,138340275.88,emerging
Saudi Arabia,SAU,Middle East,2022,6,109187,99842,0.914,1401.64,139942549.43,emerging
Saudi Arabia,SAU,Middle East,2022,7,104440,79267,0.759,1553.2,123117380.86,emerging
Saudi Arabia,SAU,Middle East,2022,8,106229,79304,0.747,1728.04,137040846.13,emerging
Saudi Arabia,SAU,Middle East,2022,9,148197,114409,0.772,1207.29,138125202.7,emerging
Saudi Arabia,SAU,Middle East,2022,10,194669,139332,0.716,1122.62,156417344.9,emerging
Saudi Arabia,SAU,Middle East,2022,11,240352,146188,0.608,1056.6,154462922.79,emerging
Saudi Arabia,SAU,Middle East,2022,12,171269,140961,0.823,1533.75,216199254.0,emerging
Qatar,QAT,Middle East,2018,1,14055,9463,0.673,2807.5,26567390.38,emerging
Qatar,QAT,Middle East,2018,2,16141,10448,0.647,2773.12,28973535.87,emerging
Qatar,QAT,Middle East,2018,3,19005,12376,0.651,2480.57,30699585.01,emerging
Qatar,QAT,Middle East,2018,4,14207,9853,0.694,2613.97,25755456.71,emerging
Qatar,QAT,Middle East,2018,5,13430,10200,0.76,2737.16,27919046.81,emerging
Qatar,QAT,Middle East,2018,6,11652,9050,0.777,3771.67,34133582.64,emerging
Qatar,QAT,Middle East,2018,7,6828,6422,0.941,4851.91,31158980.99,emerging
Qatar,QAT,Middle East,2018,8,9916,6530,0.659,4264.74,27848749.19,emerging
Qatar,QAT,Middle East,2018,9,13188,9805,0.744,2924.36,28673368.07,emerging
Qatar,QAT,Middle East,2018,10,13153,8420,0.64,2961.97,24939806.21,emerging
Qatar,QAT,Middle East,2018,11,22066,14303,0.648,3084.91,44123402.98,emerging
Qatar,QAT,Middle East,2018,12,15534,10918,0.703,4700.79,51323260.66,emerging
Qatar,QAT,Middle East,2019,1,20126,16184,0.804,2845.4,46049897.0,emerging
Qatar,QAT,Middle East,2019,2,11372,9191,0.808,2823.24,25948394.17,emerging
Qatar,QAT,Middle East,2019,3,14804,11969,0.809,2449.03,29312462.84,emerging
Qatar,QAT,Middle East,2019,4,16338,14269,0.873,2474.7,35311545.58,emerging
Qatar,QAT,Middle East,2019,5,14617,13628,0.932,2596.64,35387024.9,emerging
Qatar,QAT,Middle East,2019,6,10410,8342,0.801,4209.51,35115710.09,emerging
Qatar,QAT,Middle East,2019,7,9430,6991,0.741,3841.18,26853654.69,emerging
Qatar,QAT,Middle East,2019,8,9607,8267,0.861,3951.12,32663919.11,emerging
Qatar,QAT,Middle East,2019,9,18497,15908,0.86,2485.25,39535351.65,emerging
Qatar,QAT,Middle East,2019,10,15715,11035,0.702,2983.95,32927902.13,emerging
Qatar,QAT,Middle East,2019,11,24976,15513,0.621,2668.39,41394768.06,emerging
Qatar,QAT,Middle East,2019,12,17818,11834,0.664,4325.26,51185083.75,emerging
Qatar,QAT,Middle East,2020,1,5795,4118,0.711,2912.95,11995534.28,emerging
Qatar,QAT,Middle East,2020,2,4787,3447,0.72,2682.84,9247738.81,emerging
Qatar,QAT,Middle East,2020,3,6546,4945,0.755,2619.64,12954105.84,emerging
Qatar,QAT,Middle East,2020,4,3980,2598,0.653,2479.19,6440945.13,emerging
Qatar,QAT,Middle East,2020,5,3713,2520,0.679,2824.72,7118285.91,emerging
Qatar,QAT,Middle East,2020,6,2698,2126,0.788,4543.12,9658667.87,emerging
Qatar,QAT,Middle East,2020,7,2366,1470,0.622,3681.36,5411603.3,emerging
Qatar,QAT,Middle East,2020,8,2451,1835,0.749,3714.78,6816628.89,emerging
Qatar,QAT,Middle East,2020,9,3710,3377,0.91,2522.37,8518034.73,emerging
Qatar,QAT,Middle East,2020,10,5963,5365,0.9,3201.08,17173792.9,emerging
Qatar,QAT,Middle East,2020,11,7448,4677,0.628,2578.32,12058797.06,emerging
Qatar,QAT,Middle East,2020,12,3711,2371,0.639,4059.81,9625804.03,emerging
Qatar,QAT,Middle East,2021,1,10001,6882,0.688,2663.46,18329951.24,emerging
Qatar,QAT,Middle East,2021,2,10177,6451,0.634,2769.66,17867052.1,emerging
Qatar,QAT,Middle East,2021,3,10282,9218,0.897,2910.77,26831465.59,emerging
Qatar,QAT,Middle East,2021,4,10218,6592,0.645,3289.96,21687417.69,emerging
Qatar,QAT,Middle East,2021,5,8528,7226,0.847,3313.48,23943227.83,emerging
Qatar,QAT,Middle East,2021,6,6747,5246,0.778,3803.04,19950770.38,emerging
Qatar,QAT,Middle East,2021,7,5214,4684,0.898,3824.83,17915503.43,emerging
Qatar,QAT,Middle East,2021,8,6357,5298,0.834,4173.57,22111579.15,emerging
Qatar,QAT,Middle East,2021,9,8293,5412,0.653,2639.0,14282252.92,emerging
Qatar,QAT,Middle East,2021,10,8093,5945,0.735,3277.7,19485942.11,emerging
Qatar,QAT,Middle East,2021,11,10850,8499,0.783,2588.25,21997570.22,emerging
Qatar,QAT,Middle East,2021,12,11919,9488,0.796,4196.69,39818167.19,emerging
Qatar,QAT,Middle East,2022,1,18420,16794,0.912,3043.45,51111746.56,emerging
Qatar,QAT,Middle East,2022,2,14263,11377,0.798,3196.65,36368258.54,emerging
Qatar,QAT,Middle East,2022,3,12003,7566,0.63,3349.65,25343421.33,emerging
Qatar,QAT,Middle East,2022,4,12558,8640,0.688,2589.24,22371030.16,emerging
Qatar,QAT,Middle East,2022,5,12643,8865,0.701,2990.01,26506425.86,emerging
Qatar,QAT,Middle East,2022,6,10215,6316,0.618,4609.7,29114868.98,emerging
Qatar,QAT,Middle East,2022,7,6137,3724,0.607,4439.06,16531073.3,emerging
Qatar,QAT,Middle East,2022,8,10954,7248,0.662,4076.77,29548420.39,emerging
Qatar,QAT,Middle East,2022,9,9600,8805,0.917,2687.38,23662379.1,emerging
Qatar,QAT,Middle East,2022,10,16164,14760,0.913,2945.88,43481119.74,emerging
Qatar,QAT,Middle East,2022,11,21903,20244,0.924,2862.36,57945715.71,emerging
Qatar,QAT,Middle East,2022,12,18221,12401,0.681,4868.45,60373694.32,emerging
Turkey,TUR,Middle East,2018,1,553129,483521,0.874,402.25,194496720.25,emerging
Turkey,TUR,Middle East,2018,2,508209,323399,0.636,435.59,140868055.62,emerging
Turkey,TUR,Middle East,2018,3,462782,301705,0.652,390.6,117845974.13,emerging
Turkey,TUR,Middle East,2018,4,448623,348324,0.776,412.1,143544184.53,emerging
Turkey,TUR,Middle East,2018,5,327392,257857,0.788,466.35,120250556.27,emerging
Turkey,TUR,Middle East,2018,6,308937,290737,0.941,557.85,162186774.13,emerging
Turkey,TUR,Middle East,2018,7,286770,222818,0.777,633.89,141241462.97,emerging
Turkey,TUR,Middle East,2018,8,304503,217372,0.714,598.42,130079731.06,emerging
Turkey,TUR,Middle East,2018,9,395785,243672,0.616,439.49,107090460.89,emerging
Turkey,TUR,Middle East,2018,10,606629,439632,0.725,389.34,171167723.91,emerging
Turkey,TUR,Middle East,2018,11,415274,261059,0.629,372.11,97143214.83,emerging
Turkey,TUR,Middle East,2018,12,456502,276964,0.607,587.92,162833332.21,emerging
Turkey,TUR,Middle East,2019,1,560580,531613,0.948,493.88,262551882.59,emerging
Turkey,TUR,Middle East,2019,2,384514,259378,0.675,426.41,110600688.23,emerging
Turkey,TUR,Middle East,2019,3,474779,368624,0.776,413.92,152579965.12,emerging
Turkey,TUR,Middle East,2019,4,527917,468743,0.888,471.8,221151020.63,emerging
Turkey,TUR,Middle East,2019,5,488659,331350,0.678,479.92,159020651.07,emerging
Turkey,TUR,Middle East,2019,6,361242,291526,0.807,701.33,204456739.61,emerging
Turkey,TUR,Middle East,2019,7,287263,245432,0.854,602.61,147900179.48,emerging
Turkey,TUR,Middle East,2019,8,303013,247037,0.815,689.16,170246834.88,emerging
Turkey,TUR,Middle East,2019,9,449665,327314,0.728,416.41,136298086.48,emerging
Turkey,TUR,Middle East,2019,10,448476,414164,0.923,371.9,154025962.61,emerging
Turkey,TUR,Middle East,2019,11,688754,623376,0.905,416.82,259833594.93,emerging
Turkey,TUR,Middle East,2019,12,537299,473540,0.881,550.77,260812708.76,emerging
Turkey,TUR,Middle East,2020,1,159156,133986,0.842,417.02,55874536.73,emerging
Turkey,TUR,Middle East,2020,2,145795,117811,0.808,380.42,44817185.35,emerging
Turkey,TUR,Middle East,2020,3,160632,97979,0.61,380.2,37251568.89,emerging
Turkey,TUR,Middle East,2020,4,138307,110750,0.801,379.74,42056387.17,emerging
Turkey,TUR,Middle East,2020,5,121463,88734,0.731,484.29,42972788.36,emerging
Turkey,TUR,Middle East,2020,6,105864,69069,0.652,676.43,46720667.09,emerging
Turkey,TUR,Middle East,2020,7,77382,56902,0.735,604.07,34372921.41,emerging
Turkey,TUR,Middle East,2020,8,59713,42951,0.719,545.28,23420404.84,emerging
Turkey,TUR,Middle East,2020,9,141324,129149,0.914,467.37,60360323.9,emerging
Turkey,TUR,Middle East,2020,10,115838,105232,0.908,421.06,44309391.26,emerging
