Country,Country_Code,Region,Year,Month,Arrivals,Arrivals_Growth_Rate,Arrivals_Per_Capita,Source_Market_Diversity,Peak_Season_Arrivals,Off_Season_Arrivals,Population,GDP_Per_Capita,Tourism_Maturity
Philippines,PHI,Asia,2018,12,447024,-4.1,0.004079,0.86,724366,246214,109600000,3500,emerging
Philippines,PHI,Asia,2019,1,490344,-0.5,0.004474,0.45,380161,547034,109600000,3500,emerging
Philippines,PHI,Asia,2019,2,450219,5.7,0.004108,0.9,351188,550961,109600000,3500,emerging
Philippines,PHI,Asia,2019,3,507833,13.4,0.004634,0.5,398364,557717,109600000,3500,emerging
Philippines,PHI,Asia,2019,4,548330,9.2,0.005003,0.56,405421,705985,109600000,3500,emerging
Philippines,PHI,Asia,2019,5,862038,3.7,0.007865,0.68,677285,970834,109600000,3500,emerging
Philippines,PHI,Asia,2019,6,579181,6.9,0.005285,0.45,905286,327272,109600000,3500,emerging
Philippines,PHI,Asia,2019,7,718326,-4.6,0.006554,0.62,1122437,441635,109600000,3500,emerging
Philippines,PHI,Asia,2019,8,766134,9.5,0.00699,0.55,1108367,453980,109600000,3500,emerging
Philippines,PHI,Asia,2019,9,587699,7.0,0.005362,0.4,427166,669140,109600000,3500,emerging
Philippines,PHI,Asia,2019,10,557195,-0.0,0.005084,0.83,466863,630603,109600000,3500,emerging
Philippines,PHI,Asia,2019,11,500714,-7.6,0.004569,0.81,427739,650093,109600000,3500,emerging
Philippines,PHI,Asia,2019,12,586322,5.5,0.00535,0.46,890968,334111,109600000,3500,emerging
Philippines,PHI,Asia,2020,1,167687,-76.4,0.00153,0.53,122134,181513,109600000,3500,emerging
Philippines,PHI,Asia,2020,2,119283,-73.5,0.001088,0.51,104717,137586,109600000,3500,emerging
Philippines,PHI,Asia,2020,3,159875,-76.7,0.001459,0.83,132455,184026,109600000,3500,emerging
Philippines,PHI,Asia,2020,4,205610,-69.0,0.001876,0.76,169966,265030,109600000,3500,emerging
Philippines,PHI,Asia,2020,5,197143,-66.3,0.001799,0.61,162180,251628,109600000,3500,emerging
Philippines,PHI,Asia,2020,6,173159,-78.1,0.00158,0.84,245456,103413,109600000,3500,emerging
Philippines,PHI,Asia,2020,7,204439,-76.4,0.001865,0.49,298294,119559,109600000,3500,emerging
Philippines,PHI,Asia,2020,8,199456,-74.3,0.00182,0.43,271072,110227,109600000,3500,emerging
Philippines,PHI,Asia,2020,9,167487,-73.5,0.001528,0.52,134406,203787,109600000,3500,emerging
Philippines,PHI,Asia,2020,10,169104,-75.3,0.001543,0.55,146704,209285,109600000,3500,emerging
Philippines,PHI,Asia,2020,11,160078,-73.0,0.001461,0.81,122696,185936,109600000,3500,emerging
Philippines,PHI,Asia,2020,12,139480,-74.3,0.001273,0.8,220588,90710,109600000,3500,emerging
Philippines,PHI,Asia,2021,1,254353,100.4,0.002321,0.69,214812,280399,109600000,3500,emerging
Philippines,PHI,Asia,2021,2,268309,101.1,0.002448,0.74,235341,293833,109600000,3500,emerging
Philippines,PHI,Asia,2021,3,334878,98.3,0.003055,0.84,281708,406955,109600000,3500,emerging
Philippines,PHI,Asia,2021,4,353780,94.8,0.003228,0.58,299565,446454,109600000,3500,emerging
Philippines,PHI,Asia,2021,5,370551,101.5,0.003381,0.44,268032,456111,109600000,3500,emerging
Philippines,PHI,Asia,2021,6,292776,95.0,0.002671,0.71,467763,191010,109600000,3500,emerging
Philippines,PHI,Asia,2021,7,407266,106.7,0.003716,0.72,654433,243901,109600000,3500,emerging
Philippines,PHI,Asia,2021,8,363962,97.6,0.003321,0.4,569773,201392,109600000,3500,emerging
Philippines,PHI,Asia,2021,9,322334,94.9,0.002941,0.68,252604,400314,109600000,3500,emerging
Philippines,PHI,Asia,2021,10,248819,99.9,0.00227,0.55,181818,322214,109600000,3500,emerging
Philippines,PHI,Asia,2021,11,260285,101.8,0.002375,0.43,228004,323660,109600000,3500,emerging
Philippines,PHI,Asia,2021,12,327899,96.5,0.002992,0.78,519388,195869,109600000,3500,emerging
Philippines,PHI,Asia,2022,1,388817,41.5,0.003548,0.86,317480,438880,109600000,3500,emerging
Philippines,PHI,Asia,2022,2,359546,43.5,0.003281,0.52,264536,472825,109600000,3500,emerging
Philippines,PHI,Asia,2022,3,479151,39.7,0.004372,0.4,346600,571056,109600000,3500,emerging
Philippines,PHI,Asia,2022,4,535467,36.3,0.004886,0.68,392175,599205,109600000,3500,emerging
Philippines,PHI,Asia,2022,5,481065,39.5,0.004389,0.8,378392,530338,109600000,3500,emerging
Philippines,PHI,Asia,2022,6,452471,41.5,0.004128,0.46,643362,291004,109600000,3500,emerging
Philippines,PHI,Asia,2022,7,523223,37.2,0.004774,0.67,819658,344911,109600000,3500,emerging
Philippines,PHI,Asia,2022,8,594797,44.2,0.005427,0.82,924040,389284,109600000,3500,emerging
Philippines,PHI,Asia,2022,9,540019,41.8,0.004927,0.88,462011,623367,109600000,3500,emerging
Philippines,PHI,Asia,2022,10,456921,34.8,0.004169,0.63,393154,504444,109600000,3500,emerging
Philippines,PHI,Asia,2022,11,431775,37.5,0.00394,0.45,333038,506437,109600000,3500,emerging
Philippines,PHI,Asia,2022,12,355172,43.6,0.003241,0.83,527168,230876,109600000,3500,emerging
Nepal,NEP,Asia,2018,1,102470,1.2,0.003516,0.47,73840,123755,29140000,1200,emerging
Nepal,NEP,Asia,2018,2,106174,-0.6,0.003644,0.69,81128,119133,29140000,1200,emerging
Nepal,NEP,Asia,2018,3,134534,4.2,0.004617,0.87,103686,166423,29140000,1200,emerging
Nepal,NEP,Asia,2018,4,153443,1.4,0.005266,0.79,123459,199893,29140000,1200,emerging
Nepal,NEP,Asia,2018,5,188827,1.4,0.00648,0.62,165541,247431,29140000,1200,emerging
Nepal,NEP,Asia,2018,6,167113,1.0,0.005735,0.82,236165,102760,29140000,1200,emerging
Nepal,NEP,Asia,2018,7,213232,-3.6,0.007318,0.83,350186,126391,29140000,1200,emerging
Nepal,NEP,Asia,2018,8,142384,8.3,0.004886,0.55,213679,82674,29140000,1200,emerging
Nepal,NEP,Asia,2018,9,159635,6.8,0.005478,0.84,128820,181534,29140000,1200,emerging
Nepal,NEP,Asia,2018,10,142497,5.5,0.00489,0.5,116813,166131,29140000,1200,emerging
Nepal,NEP,Asia,2018,11,122315,5.6,0.004198,0.76,89937,143726,29140000,1200,emerging
Nepal,NEP,Asia,2018,12,118131,-0.3,0.004054,0.56,182526,74522,29140000,1200,emerging
Nepal,NEP,Asia,2019,1,131407,13.3,0.00451,0.81,103802,145826,29140000,1200,emerging
Nepal,NEP,Asia,2019,2,121021,5.4,0.004153,0.8,98341,149490,29140000,1200,emerging
Nepal,NEP,Asia,2019,3,145088,8.6,0.004979,0.57,127149,186761,29140000,1200,emerging
Nepal,NEP,Asia,2019,4,156580,-4.9,0.005373,0.61,116473,205100,29140000,1200,emerging
Nepal,NEP,Asia,2019,5,197080,3.8,0.006763,0.49,159173,213980,29140000,1200,emerging
Nepal,NEP,Asia,2019,6,170543,12.4,0.005853,0.71,232879,96412,29140000,1200,emerging
Nepal,NEP,Asia,2019,7,191890,3.0,0.006585,0.71,291646,117717,29140000,1200,emerging
Nepal,NEP,Asia,2019,8,148780,6.9,0.005106,0.52,206971,95500,29140000,1200,emerging
Nepal,NEP,Asia,2019,9,143782,7.2,0.004934,0.49,123607,180914,29140000,1200,emerging
Nepal,NEP,Asia,2019,10,132074,13.6,0.004532,0.53,115791,167911,29140000,1200,emerging
Nepal,NEP,Asia,2019,11,141253,2.7,0.004847,0.78,108417,167014,29140000,1200,emerging
Nepal,NEP,Asia,2019,12,130267,4.9,0.00447,0.76,186315,83163,29140000,1200,emerging
Nepal,NEP,Asia,2020,1,42553,-72.1,0.00146,0.79,35812,49521,29140000,1200,emerging
Nepal,NEP,Asia,2020,2,39958,-76.9,0.001371,0.89,30863,52007,29140000,1200,emerging
Nepal,NEP,Asia,2020,3,40155,-61.4,0.001378,0.71,30662,46010,29140000,1200,emerging
Nepal,NEP,Asia,2020,4,52318,-75.0,0.001795,0.7,38528,67205,29140000,1200,emerging
Nepal,NEP,Asia,2020,5,53696,-70.9,0.001843,0.74,40166,64098,29140000,1200,emerging
Nepal,NEP,Asia,2020,6,45693,-71.1,0.001568,0.41,63459,26054,29140000,1200,emerging
Nepal,NEP,Asia,2020,7,53210,-85.2,0.001826,0.47,82583,32540,29140000,1200,emerging
Nepal,NEP,Asia,2020,8,50343,-75.0,0.001728,0.48,73654,30980,29140000,1200,emerging
Nepal,NEP,Asia,2020,9,39478,-70.1,0.001355,0.57,32303,50793,29140000,1200,emerging
Nepal,NEP,Asia,2020,10,43367,-63.5,0.001488,0.58,33757,55989,29140000,1200,emerging
Nepal,NEP,Asia,2020,11,41970,-65.7,0.00144,0.42,34284,50211,29140000,1200,emerging
Nepal,NEP,Asia,2020,12,36142,-74.2,0.00124,0.85,54755,21309,29140000,1200,emerging
Nepal,NEP,Asia,2021,1,76017,98.1,0.002609,0.75,62201,91408,29140000,1200,emerging
Nepal,NEP,Asia,2021,2,78202,93.0,0.002684,0.52,68082,95508,29140000,1200,emerging
Nepal,NEP,Asia,2021,3,79733,90.6,0.002736,0.8,59469,91715,29140000,1200,emerging
Nepal,NEP,Asia,2021,4,82356,105.7,0.002826,0.8,61015,104019,29140000,1200,emerging
Nepal,NEP,Asia,2021,5,104441,104.5,0.003584,0.58,79084,128259,29140000,1200,emerging
Nepal,NEP,Asia,2021,6,95663,100.0,0.003283,0.89,147370,56742,29140000,1200,emerging
Nepal,NEP,Asia,2021,7,134326,99.5,0.00461,0.45,194572,73749,29140000,1200,emerging
Nepal,NEP,Asia,2021,8,117925,99.6,0.004047,0.64,171067,64845,29140000,1200,emerging
Nepal,NEP,Asia,2021,9,77385,101.9,0.002656,0.71,67816,85643,29140000,1200,emerging
Nepal,NEP,Asia,2021,10,82767,92.6,0.00284,0.88,69813,107231,29140000,1200,emerging
Nepal,NEP,Asia,2021,11,82978,103.4,0.002848,0.79,66848,105499,29140000,1200,emerging
Nepal,NEP,Asia,2021,12,62209,104.3,0.002135,0.68,93939,39740,29140000,1200,emerging
Nepal,NEP,Asia,2022,1,105132,43.1,0.003608,0.78,77373,133143,29140000,1200,emerging
Nepal,NEP,Asia,2022,2,88711,41.1,0.003044,0.58,72539,98347,29140000,1200,emerging
Nepal,NEP,Asia,2022,3,121115,43.6,0.004156,0.56,94775,152338,29140000,1200,emerging
Nepal,NEP,Asia,2022,4,153907,46.5,0.005282,0.59,122826,202784,29140000,1200,emerging
Nepal,NEP,Asia,2022,5,139534,34.7,0.004788,0.55,117546,176282,29140000,1200,emerging
Nepal,NEP,Asia,2022,6,125939,40.5,0.004322,0.41,186168,74208,29140000,1200,emerging
Nepal,NEP,Asia,2022,7,158234,43.1,0.00543,0.53,255922,94770,29140000,1200,emerging
Nepal,NEP,Asia,2022,8,133231,42.7,0.004572,0.59,217602,81369,29140000,1200,emerging
Nepal,NEP,Asia,2022,9,148000,34.2,0.005079,0.86,113048,177782,29140000,1200,emerging
Nepal,NEP,Asia,2022,10,128101,49.1,0.004396,0.74,99431,147999,29140000,1200,emerging
Nepal,NEP,Asia,2022,11,94617,45.1,0.003247,0.61,70973,102375,29140000,1200,emerging
Nepal,NEP,Asia,2022,12,104992,43.9,0.003603,0.88,146159,64096,29140000,1200,emerging
Sri Lanka,SRI,Asia,2018,1,98546,0.2,0.00452,0.79,72728,128001,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,2,85085,-1.7,0.003903,0.89,73274,111426,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,3,96785,1.1,0.00444,0.49,77436,122953,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,4,121214,-0.8,0.00556,0.56,93891,150167,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,5,145256,1.6,0.006663,0.48,122943,159116,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,6,122743,-1.3,0.00563,0.83,175008,71100,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,7,119145,2.6,0.005465,0.81,188499,66416,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,8,147370,1.4,0.00676,0.57,226940,80468,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,9,103760,3.0,0.00476,0.82,80608,119072,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,10,87445,-1.9,0.004011,0.54,75717,110200,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,11,94395,1.1,0.00433,0.66,81570,109036,21800000,4000,emerging
Sri Lanka,SRI,Asia,2018,12,93275,10.3,0.004279,0.64,138684,52670,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,1,94713,12.9,0.004345,0.88,72146,117810,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,2,86933,7.3,0.003988,0.84,74101,101401,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,3,97678,6.6,0.004481,0.67,73930,122928,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,4,91896,8.9,0.004215,0.53,80849,100829,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,5,145335,6.7,0.006667,0.51,127245,161942,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,6,139500,6.9,0.006399,0.58,229251,82602,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,7,144808,-0.9,0.006643,0.74,231645,86168,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,8,113590,8.1,0.005211,0.72,186946,62007,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,9,124000,9.9,0.005688,0.53,108225,148305,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,10,98747,2.3,0.00453,0.52,84257,121208,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,11,96362,6.0,0.00442,0.46,69474,115816,21800000,4000,emerging
Sri Lanka,SRI,Asia,2019,12,104795,3.1,0.004807,0.79,141959,66862,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,1,25653,-73.7,0.001177,0.51,20393,30321,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,2,22368,-74.1,0.001026,0.78,19648,28333,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,3,28193,-75.5,0.001293,0.51,20916,34179,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,4,40335,-67.4,0.00185,0.74,30927,46759,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,5,34121,-64.8,0.001565,0.51,26610,39078,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,6,33484,-68.9,0.001536,0.43,52625,18931,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,7,39180,-72.2,0.001797,0.51,62213,24939,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,8,36001,-76.9,0.001651,0.47,49402,23727,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,9,36818,-61.2,0.001689,0.78,31458,46892,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,10,27617,-63.9,0.001267,0.89,22824,36166,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,11,28963,-73.0,0.001329,0.56,25439,32376,21800000,4000,emerging
Sri Lanka,SRI,Asia,2020,12,31973,-71.0,0.001467,0.62,47654,21050,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,1,66389,93.2,0.003045,0.43,56746,82028,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,2,47715,99.8,0.002189,0.7,34452,51546,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,3,55254,102.2,0.002535,0.5,45558,60387,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,4,63849,97.7,0.002929,0.69,52731,80007,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,5,73949,98.9,0.003392,0.44,58285,96651,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,6,64821,95.9,0.002973,0.45,99284,40291,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,7,91536,101.8,0.004199,0.64,127266,52608,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,8,85179,107.9,0.003907,0.67,132444,52511,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,9,71283,104.8,0.00327,0.79,54160,88588,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,10,61332,104.1,0.002813,0.79,51272,67115,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,11,50061,101.1,0.002296,0.88,42543,55385,21800000,4000,emerging
Sri Lanka,SRI,Asia,2021,12,57157,95.2,0.002622,0.57,77760,34579,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,1,72464,40.5,0.003324,0.8,62784,91420,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,2,65612,44.6,0.00301,0.53,49430,82908,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,3,89476,42.3,0.004104,0.84,73567,104959,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,4,91330,41.0,0.004189,0.42,75921,108247,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,5,130692,50.8,0.005995,0.54,104049,155913,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,6,110440,39.6,0.005066,0.63,169094,71505,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,7,108039,36.9,0.004956,0.85,166895,59400,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,8,123677,45.5,0.005673,0.83,201865,69779,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,9,88245,37.7,0.004048,0.58,76451,107485,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,10,88309,50.3,0.004051,0.41,64489,106775,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,11,71846,45.2,0.003296,0.76,61048,84696,21800000,4000,emerging
Sri Lanka,SRI,Asia,2022,12,74481,49.1,0.003417,0.74,117621,49085,21800000,4000,emerging
United Arab Emirates,UNI,Middle East,2018,1,35553,-3.3,0.003595,0.48,26759,44314,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,2,34927,4.3,0.003532,0.49,26740,41535,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,3,39247,-0.3,0.003968,0.77,28307,47466,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,4,36922,4.5,0.003733,0.7,30536,45681,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,5,25323,-0.1,0.002561,0.82,21306,29302,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,6,24148,-0.6,0.002442,0.43,35041,15222,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,7,21759,-0.3,0.0022,0.77,30980,13653,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,8,22303,6.4,0.002255,0.51,33596,14509,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,9,28249,3.4,0.002856,0.74,22270,34520,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,10,39998,7.2,0.004044,0.81,33420,49103,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,11,44584,1.2,0.004508,0.87,33077,53375,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2018,12,42982,-0.5,0.004346,0.76,59842,27733,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,1,43633,2.3,0.004412,0.63,33707,48780,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,2,39183,0.1,0.003962,0.68,28977,43377,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,3,46256,3.9,0.004677,0.76,33736,56176,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,4,42683,7.8,0.004316,0.86,36273,54585,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,5,27342,8.2,0.002765,0.51,21117,33653,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,6,23578,1.3,0.002384,0.63,33479,14397,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,7,21059,6.2,0.002129,0.73,32111,12605,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,8,24061,3.9,0.002433,0.78,33751,14067,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,9,36513,7.3,0.003692,0.59,31398,41303,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,10,37843,2.8,0.003826,0.71,29789,46440,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,11,46942,12.8,0.004746,0.71,40822,54066,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2019,12,47190,0.6,0.004772,0.71,66234,27612,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,1,8950,-76.3,0.000905,0.49,7768,11304,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,2,12822,-72.5,0.001297,0.85,9511,14619,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,3,14889,-70.4,0.001506,0.42,13064,17706,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,4,10235,-76.1,0.001035,0.49,8666,13401,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,5,10028,-72.0,0.001014,0.81,7992,12453,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,6,8380,-81.2,0.000847,0.43,13064,4578,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,7,6197,-69.3,0.000627,0.52,8968,3704,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,8,5989,-67.8,0.000606,0.7,8621,3274,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,9,9943,-85.0,0.001005,0.47,8035,11083,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,10,12635,-70.6,0.001278,0.5,10643,13717,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,11,11937,-72.8,0.001207,0.58,8926,13962,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2020,12,9857,-74.9,0.000997,0.73,16024,5796,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,1,22276,95.9,0.002252,0.83,18076,26491,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,2,21005,94.2,0.002124,0.54,18294,27143,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,3,26198,95.7,0.002649,0.51,20585,33808,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,4,18845,101.7,0.001906,0.5,15982,23178,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,5,16153,99.2,0.001633,0.57,14111,19461,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,6,14999,87.7,0.001517,0.79,21780,8421,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,7,13968,104.5,0.001412,0.76,22553,8165,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,8,17089,94.7,0.001728,0.73,25872,9649,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,9,20387,103.1,0.002061,0.68,16272,22576,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,10,23158,96.8,0.002342,0.56,20207,29366,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,11,26719,110.6,0.002702,0.48,23421,31262,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2021,12,23699,95.1,0.002396,0.84,38302,12828,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,1,32500,44.5,0.003286,0.42,27809,41839,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,2,34665,51.1,0.003505,0.81,29320,44844,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,3,38797,41.9,0.003923,0.9,28657,49812,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,4,25410,41.6,0.002569,0.71,18523,30532,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,5,26064,43.7,0.002635,0.61,22684,30830,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,6,18478,31.6,0.001868,0.66,28449,11753,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,7,19025,40.7,0.001924,0.67,27616,11776,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,8,21103,50.3,0.002134,0.43,29565,12118,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,9,29470,35.7,0.00298,0.41,24782,33705,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,10,34582,32.0,0.003497,0.51,29793,38057,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,11,41284,40.7,0.004174,0.71,31656,48756,9890000,43000,emerging
United Arab Emirates,UNI,Middle East,2022,12,32606,45.4,0.003297,0.9,44053,17715,9890000,43000,emerging
Saudi Arabia,SAU,Middle East,2018,1,132538,3.5,0.003809,0.43,100456,156695,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,2,134841,6.2,0.003875,0.52,107944,175603,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,3,144573,5.0,0.004154,0.89,120484,158306,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,4,127928,3.8,0.003676,0.66,94017,166436,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,5,118998,1.2,0.003419,0.87,85795,141773,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,6,76814,2.1,0.002207,0.46,112537,50146,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,7,74915,3.2,0.002153,0.58,102106,49213,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,8,85724,-1.9,0.002463,0.72,134744,48153,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,9,112677,3.2,0.003238,0.82,90864,132895,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,10,140046,3.1,0.004024,0.83,122194,173949,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,11,151686,2.0,0.004359,0.42,114089,170593,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2018,12,127353,-1.2,0.00366,0.58,187994,70281,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,1,147667,3.6,0.004243,0.67,116814,181965,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,2,127963,11.2,0.003677,0.72,111657,163987,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,3,191124,0.2,0.005492,0.49,154750,251427,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,4,157673,5.2,0.004531,0.6,138723,192205,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,5,118085,2.4,0.003393,0.54,85635,150796,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,6,95310,1.7,0.002739,0.54,134224,62606,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,7,82015,-3.3,0.002357,0.7,124511,53290,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,8,79567,13.4,0.002286,0.83,111737,48162,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,9,118549,7.5,0.003407,0.81,97751,151914,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,10,145606,5.4,0.004184,0.48,116111,181781,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,11,163992,4.7,0.004712,0.75,128604,184690,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2019,12,130811,2.7,0.003759,0.45,212179,86298,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2020,1,39877,-81.4,0.001146,0.5,30635,44990,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2020,2,40367,-66.7,0.00116,0.72,31565,52403,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2020,3,46584,-79.1,0.001339,0.45,36793,56815,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2020,4,33170,-70.1,0.000953,0.67,28971,37464,34800000,23000,emerging
Saudi Arabia,SAU,Middle East,2020,5,32201,-70.8,0.000925,0.43,26027,35588,34800000,23000,emerging
