Country,Country_Code,Region,Year,Month,Hotel_Bookings,Average_Daily_Rate,Occupancy_Rate,Revenue,Tourism_Maturity
Malaysia,MAL,Asia,2020,3,32721,958.89,0.883,27695940.12,emerging
Malaysia,MAL,Asia,2020,4,26926,937.87,0.853,21549933.53,emerging
Malaysia,MAL,Asia,2020,5,55873,1019.68,0.553,31510529.47,emerging
Malaysia,MAL,Asia,2020,6,43098,1586.77,0.785,53682147.2,emerging
Malaysia,MAL,Asia,2020,7,50898,1289.94,0.46,30177292.85,emerging
Malaysia,MAL,Asia,2020,8,38070,1705.86,0.656,42615803.38,emerging
Malaysia,MAL,Asia,2020,9,42452,1122.28,0.897,42716793.35,emerging
Malaysia,MAL,Asia,2020,10,48676,1103.19,0.851,45694601.98,emerging
Malaysia,MAL,Asia,2020,11,31696,683.72,0.473,10244765.53,emerging
Malaysia,MAL,Asia,2020,12,31265,1259.3,0.464,18275927.22,emerging
Malaysia,MAL,Asia,2021,1,71951,990.63,0.572,40744530.15,emerging
Malaysia,MAL,Asia,2021,2,62170,906.42,0.478,26945812.7,emerging
Malaysia,MAL,Asia,2021,3,74138,834.56,0.784,48531046.21,emerging
Malaysia,MAL,Asia,2021,4,73961,912.03,0.849,57265146.97,emerging
Malaysia,MAL,Asia,2021,5,68329,1141.08,0.439,34198622.52,emerging
Malaysia,MAL,Asia,2021,6,91624,1687.69,0.92,142282820.87,emerging
Malaysia,MAL,Asia,2021,7,82737,1317.11,0.798,87007169.76,emerging
Malaysia,MAL,Asia,2021,8,75774,1480.91,0.838,94035509.24,emerging
Malaysia,MAL,Asia,2021,9,72573,762.25,0.668,36945811.81,emerging
Malaysia,MAL,Asia,2021,10,79742,968.26,0.797,61523389.9,emerging
Malaysia,MAL,Asia,2021,11,46996,762.47,0.541,19371513.3,emerging
Malaysia,MAL,Asia,2021,12,66011,1382.51,0.698,63707244.88,emerging
Malaysia,MAL,Asia,2022,1,100466,1024.51,0.491,50494288.18,emerging
Malaysia,MAL,Asia,2022,2,73721,994.89,0.407,29822002.84,emerging
Malaysia,MAL,Asia,2022,3,71498,982.2,0.611,42910278.11,emerging
Malaysia,MAL,Asia,2022,4,96471,693.31,0.488,32617426.33,emerging
Malaysia,MAL,Asia,2022,5,148290,1021.23,0.69,104528549.56,emerging
Malaysia,MAL,Asia,2022,6,124753,1545.17,0.799,154039421.95,emerging
Malaysia,MAL,Asia,2022,7,123056,1530.71,0.479,90209491.85,emerging
Malaysia,MAL,Asia,2022,8,148839,1263.96,0.519,97664679.35,emerging
Malaysia,MAL,Asia,2022,9,95926,858.13,0.864,71094968.02,emerging
Malaysia,MAL,Asia,2022,10,99884,1071.19,0.761,81430697.44,emerging
Malaysia,MAL,Asia,2022,11,91370,785.71,0.907,65127000.28,emerging
Malaysia,MAL,Asia,2022,12,56232,1578.68,0.742,65840763.77,emerging
Vietnam,VIE,Asia,2018,1,299686,262.45,0.637,50092737.67,emerging
Vietnam,VIE,Asia,2018,2,338780,357.88,0.918,111272359.64,emerging
Vietnam,VIE,Asia,2018,3,305692,285.94,0.41,35863674.67,emerging
Vietnam,VIE,Asia,2018,4,403271,276.7,0.622,69438900.31,emerging
Vietnam,VIE,Asia,2018,5,539531,308.26,0.711,118314781.37,emerging
Vietnam,VIE,Asia,2018,6,366540,495.79,0.905,164464032.72,emerging
Vietnam,VIE,Asia,2018,7,485743,456.82,0.417,92563986.07,emerging
Vietnam,VIE,Asia,2018,8,354438,507.61,0.423,76183944.8,emerging
Vietnam,VIE,Asia,2018,9,414103,307.75,0.831,105887420.39,emerging
Vietnam,VIE,Asia,2018,10,288457,348.94,0.686,69096448.18,emerging
Vietnam,VIE,Asia,2018,11,269196,378.46,0.488,49724266.44,emerging
Vietnam,VIE,Asia,2018,12,318304,467.36,0.69,102662994.33,emerging
Vietnam,VIE,Asia,2019,1,308844,238.31,0.764,56203624.92,emerging
Vietnam,VIE,Asia,2019,2,314727,347.11,0.45,49145817.48,emerging
Vietnam,VIE,Asia,2019,3,335547,328.02,0.475,52303271.23,emerging
Vietnam,VIE,Asia,2019,4,406981,233.44,0.584,55504487.45,emerging
Vietnam,VIE,Asia,2019,5,495601,347.89,0.755,130105983.36,emerging
Vietnam,VIE,Asia,2019,6,423829,529.48,0.686,153868340.67,emerging
Vietnam,VIE,Asia,2019,7,658797,527.18,0.731,253792057.17,emerging
Vietnam,VIE,Asia,2019,8,462993,560.39,0.563,145979646.64,emerging
Vietnam,VIE,Asia,2019,9,410891,255.48,0.46,48312581.43,emerging
Vietnam,VIE,Asia,2019,10,320611,356.14,0.758,86589376.96,emerging
Vietnam,VIE,Asia,2019,11,266721,350.21,0.677,63267704.41,emerging
Vietnam,VIE,Asia,2019,12,362727,473.94,0.876,150513988.76,emerging
Vietnam,VIE,Asia,2020,1,78619,239.06,0.567,10647296.81,emerging
Vietnam,VIE,Asia,2020,2,87413,329.21,0.503,14486867.45,emerging
Vietnam,VIE,Asia,2020,3,85925,329.74,0.772,21873113.73,emerging
Vietnam,VIE,Asia,2020,4,107716,358.85,0.938,36257663.09,emerging
Vietnam,VIE,Asia,2020,5,127714,316.33,0.403,16278753.78,emerging
Vietnam,VIE,Asia,2020,6,138684,482.29,0.506,33863864.25,emerging
Vietnam,VIE,Asia,2020,7,143758,545.7,0.461,36176228.26,emerging
Vietnam,VIE,Asia,2020,8,100089,469.45,0.744,34972204.76,emerging
Vietnam,VIE,Asia,2020,9,124838,311.37,0.719,27964118.99,emerging
Vietnam,VIE,Asia,2020,10,118626,308.61,0.736,26949721.52,emerging
Vietnam,VIE,Asia,2020,11,93169,364.87,0.53,18001450.67,emerging
Vietnam,VIE,Asia,2020,12,86883,436.47,0.851,32260632.78,emerging
Vietnam,VIE,Asia,2021,1,137846,279.66,0.94,36227450.36,emerging
Vietnam,VIE,Asia,2021,2,225267,379.52,0.478,40888208.84,emerging
Vietnam,VIE,Asia,2021,3,239636,276.59,0.407,26974109.64,emerging
Vietnam,VIE,Asia,2021,4,227074,305.47,0.46,31874514.07,emerging
Vietnam,VIE,Asia,2021,5,218613,355.11,0.608,47177938.55,emerging
Vietnam,VIE,Asia,2021,6,199449,470.21,0.908,85126873.49,emerging
Vietnam,VIE,Asia,2021,7,263161,487.21,0.546,69945224.23,emerging
Vietnam,VIE,Asia,2021,8,322649,431.37,0.626,87167889.76,emerging
Vietnam,VIE,Asia,2021,9,215095,366.14,0.519,40836438.44,emerging
Vietnam,VIE,Asia,2021,10,213370,245.5,0.925,48438228.11,emerging
Vietnam,VIE,Asia,2021,11,205733,324.2,0.639,42592249.36,emerging
Vietnam,VIE,Asia,2021,12,195174,450.03,0.732,64311323.73,emerging
Vietnam,VIE,Asia,2022,1,319748,281.57,0.886,79743141.07,emerging
Vietnam,VIE,Asia,2022,2,248176,373.78,0.593,54987045.1,emerging
Vietnam,VIE,Asia,2022,3,261130,298.05,0.795,61878350.0,emerging
Vietnam,VIE,Asia,2022,4,315748,300.73,0.688,65304625.75,emerging
Vietnam,VIE,Asia,2022,5,340408,272.69,0.59,54795467.46,emerging
Vietnam,VIE,Asia,2022,6,325172,505.33,0.79,129884721.86,emerging
Vietnam,VIE,Asia,2022,7,453606,453.63,0.824,169473578.82,emerging
Vietnam,VIE,Asia,2022,8,285773,530.59,0.456,69162227.36,emerging
Vietnam,VIE,Asia,2022,9,370470,308.34,0.64,73163368.59,emerging
Vietnam,VIE,Asia,2022,10,312270,229.82,0.523,37526898.63,emerging
Vietnam,VIE,Asia,2022,11,292692,359.55,0.61,64154489.19,emerging
Vietnam,VIE,Asia,2022,12,256113,499.0,0.742,94862413.77,emerging
India,IND,Asia,2018,1,4615333,182.14,0.688,578256713.95,emerging
India,IND,Asia,2018,2,3507222,129.84,0.648,295028925.11,emerging
India,IND,Asia,2018,3,5177413,129.58,0.937,628584843.78,emerging
India,IND,Asia,2018,4,5772160,154.6,0.41,366255453.01,emerging
India,IND,Asia,2018,5,7617505,175.11,0.508,676944969.56,emerging
India,IND,Asia,2018,6,6623691,233.27,0.781,1206255349.48,emerging
India,IND,Asia,2018,7,7850485,267.27,0.905,1898201338.49,emerging
India,IND,Asia,2018,8,4923494,287.57,0.5,708539628.87,emerging
India,IND,Asia,2018,9,5899081,162.9,0.803,771811052.71,emerging
India,IND,Asia,2018,10,5160643,117.91,0.863,525072486.42,emerging
India,IND,Asia,2018,11,5337198,144.44,0.524,403685689.13,emerging
India,IND,Asia,2018,12,3065032,226.98,0.785,546103614.73,emerging
India,IND,Asia,2019,1,5998372,119.48,0.704,504760667.03,emerging
India,IND,Asia,2019,2,4795267,134.11,0.713,458812214.95,emerging
India,IND,Asia,2019,3,5587154,179.02,0.649,649003759.6,emerging
India,IND,Asia,2019,4,6222328,136.14,0.517,438112032.69,emerging
India,IND,Asia,2019,5,4702741,140.71,0.42,277747035.95,emerging
India,IND,Asia,2019,6,4726665,260.18,0.756,930145863.19,emerging
India,IND,Asia,2019,7,5844432,230.99,0.713,962913925.54,emerging
India,IND,Asia,2019,8,5700513,241.44,0.792,1090113702.6,emerging
India,IND,Asia,2019,9,4946670,134.11,0.478,317309872.75,emerging
India,IND,Asia,2019,10,4512412,188.72,0.607,517011452.43,emerging
India,IND,Asia,2019,11,4130430,170.71,0.426,300435320.86,emerging
India,IND,Asia,2019,12,4833403,274.57,0.874,1160025482.61,emerging
India,IND,Asia,2020,1,1437774,141.99,0.816,166644631.98,emerging
India,IND,Asia,2020,2,945308,121.37,0.542,62142707.33,emerging
India,IND,Asia,2020,3,1591686,116.18,0.663,122650208.07,emerging
India,IND,Asia,2020,4,1869222,153.1,0.44,125787007.33,emerging
India,IND,Asia,2020,5,1898767,168.71,0.432,138374241.45,emerging
India,IND,Asia,2020,6,1487472,237.65,0.507,179303288.36,emerging
India,IND,Asia,2020,7,2062519,254.51,0.558,292924210.83,emerging
India,IND,Asia,2020,8,2073408,237.99,0.473,233240268.18,emerging
India,IND,Asia,2020,9,1555540,163.42,0.429,108935373.37,emerging
India,IND,Asia,2020,10,1345210,128.66,0.511,88379537.22,emerging
India,IND,Asia,2020,11,1442156,178.07,0.794,203827426.33,emerging
India,IND,Asia,2020,12,1407465,281.32,0.432,171093067.14,emerging
India,IND,Asia,2021,1,2384667,145.15,0.605,209362524.28,emerging
India,IND,Asia,2021,2,1966811,128.52,0.482,121891246.57,emerging
India,IND,Asia,2021,3,3146254,186.24,0.616,360714253.78,emerging
India,IND,Asia,2021,4,2668644,168.49,0.56,251851792.05,emerging
India,IND,Asia,2021,5,3736378,137.94,0.798,411338687.9,emerging
India,IND,Asia,2021,6,3356534,255.04,0.577,494260806.88,emerging
India,IND,Asia,2021,7,3489651,217.94,0.913,694622918.51,emerging
India,IND,Asia,2021,8,3568031,210.16,0.764,573111896.42,emerging
India,IND,Asia,2021,9,2722227,189.8,0.85,439439681.27,emerging
India,IND,Asia,2021,10,2949302,169.61,0.667,333682632.33,emerging
India,IND,Asia,2021,11,2328244,167.9,0.701,274052804.84,emerging
India,IND,Asia,2021,12,1951419,259.73,0.749,379743478.68,emerging
India,IND,Asia,2022,1,3401596,139.92,0.722,343750773.97,emerging
India,IND,Asia,2022,2,2859218,180.22,0.415,213902559.78,emerging
India,IND,Asia,2022,3,3672269,121.29,0.69,307533299.4,emerging
India,IND,Asia,2022,4,4450950,144.3,0.559,358878457.74,emerging
India,IND,Asia,2022,5,6107366,117.46,0.554,397548548.41,emerging
India,IND,Asia,2022,6,3565364,209.11,0.594,443128813.09,emerging
India,IND,Asia,2022,7,4733588,229.47,0.852,924933089.99,emerging
India,IND,Asia,2022,8,4111245,270.42,0.771,857473850.93,emerging
India,IND,Asia,2022,9,4268893,155.72,0.644,428404871.46,emerging
India,IND,Asia,2022,10,3845625,184.57,0.713,506297127.28,emerging
India,IND,Asia,2022,11,3854109,177.91,0.444,304352791.7,emerging
India,IND,Asia,2022,12,3387580,219.62,0.857,637540701.24,emerging
Indonesia,IND,Asia,2018,1,965374,308.48,0.457,136180660.87,emerging
Indonesia,IND,Asia,2018,2,686501,354.17,0.911,221510671.47,emerging
Indonesia,IND,Asia,2018,3,988832,225.78,0.582,129942978.71,emerging
Indonesia,IND,Asia,2018,4,837741,356.48,0.67,200184217.61,emerging
Indonesia,IND,Asia,2018,5,1246371,289.84,0.59,213145171.85,emerging
Indonesia,IND,Asia,2018,6,796102,539.29,0.783,335969589.49,emerging
Indonesia,IND,Asia,2018,7,1095500,467.38,0.401,205155298.08,emerging
Indonesia,IND,Asia,2018,8,966191,515.72,0.683,340345522.69,emerging
Indonesia,IND,Asia,2018,9,1136543,356.4,0.677,274286887.52,emerging
Indonesia,IND,Asia,2018,10,951935,249.8,0.851,202452957.1,emerging
Indonesia,IND,Asia,2018,11,842455,238.79,0.757,152266552.87,emerging
Indonesia,IND,Asia,2018,12,911487,545.82,0.905,450446581.82,emerging
Indonesia,IND,Asia,2019,1,934348,341.06,0.431,137385259.9,emerging
Indonesia,IND,Asia,2019,2,871717,344.85,0.673,202380080.67,emerging
Indonesia,IND,Asia,2019,3,1070443,367.83,0.509,200397314.21,emerging
Indonesia,IND,Asia,2019,4,1088789,334.5,0.853,310507560.96,emerging
Indonesia,IND,Asia,2019,5,1512564,326.66,0.858,424068946.68,emerging
Indonesia,IND,Asia,2019,6,1386096,429.98,0.819,488192933.2,emerging
Indonesia,IND,Asia,2019,7,898729,453.86,0.617,251694743.26,emerging
Indonesia,IND,Asia,2019,8,1148461,467.46,0.493,264723982.62,emerging
Indonesia,IND,Asia,2019,9,1073868,227.15,0.66,161015033.34,emerging
Indonesia,IND,Asia,2019,10,1290455,361.96,0.851,397605856.06,emerging
Indonesia,IND,Asia,2019,11,887182,340.87,0.558,168848785.32,emerging
Indonesia,IND,Asia,2019,12,856097,524.16,0.757,339614279.71,emerging
Indonesia,IND,Asia,2020,1,300613,322.58,0.486,47155986.81,emerging
Indonesia,IND,Asia,2020,2,241361,324.36,0.844,66089549.07,emerging
Indonesia,IND,Asia,2020,3,341607,271.66,0.441,40925352.75,emerging
Indonesia,IND,Asia,2020,4,280851,238.86,0.534,35814327.22,emerging
Indonesia,IND,Asia,2020,5,348657,369.09,0.88,113193274.85,emerging
Indonesia,IND,Asia,2020,6,320084,419.86,0.588,78989506.84,emerging
Indonesia,IND,Asia,2020,7,384679,436.64,0.841,141193632.59,emerging
Indonesia,IND,Asia,2020,8,436281,472.66,0.788,162538444.5,emerging
Indonesia,IND,Asia,2020,9,272546,334.53,0.412,37545902.53,emerging
Indonesia,IND,Asia,2020,10,272167,337.58,0.792,72723385.86,emerging
Indonesia,IND,Asia,2020,11,333847,300.38,0.771,77336170.52,emerging
Indonesia,IND,Asia,2020,12,301245,570.64,0.889,152777955.25,emerging
Indonesia,IND,Asia,2021,1,512857,335.16,0.716,123036212.78,emerging
Indonesia,IND,Asia,2021,2,445011,250.49,0.851,94878452.07,emerging
Indonesia,IND,Asia,2021,3,712711,322.31,0.641,147331338.85,emerging
Indonesia,IND,Asia,2021,4,538295,276.35,0.631,93917947.13,emerging
Indonesia,IND,Asia,2021,5,850627,372.69,0.46,145763517.97,emerging
Indonesia,IND,Asia,2021,6,643106,474.87,0.945,288457507.33,emerging
Indonesia,IND,Asia,2021,7,1047134,486.21,0.95,483581195.3,emerging
Indonesia,IND,Asia,2021,8,522516,442.74,0.706,163262509.59,emerging
Indonesia,IND,Asia,2021,9,619905,325.81,0.916,184923309.25,emerging
Indonesia,IND,Asia,2021,10,721488,267.71,0.563,108794233.63,emerging
Indonesia,IND,Asia,2021,11,368444,269.74,0.451,44816430.38,emerging
Indonesia,IND,Asia,2021,12,475350,529.34,0.813,204604423.84,emerging
Indonesia,IND,Asia,2022,1,597653,278.39,0.558,92923638.28,emerging
Indonesia,IND,Asia,2022,2,561290,282.0,0.565,89369692.33,emerging
Indonesia,IND,Asia,2022,3,909524,365.33,0.65,216032874.52,emerging
Indonesia,IND,Asia,2022,4,990643,247.36,0.892,218638739.79,emerging
Indonesia,IND,Asia,2022,5,904758,254.74,0.459,105685303.6,emerging
Indonesia,IND,Asia,2022,6,760012,504.39,0.943,361640924.8,emerging
Indonesia,IND,Asia,2022,7,1403627,476.87,0.717,479731419.46,emerging
Indonesia,IND,Asia,2022,8,1159922,547.64,0.805,511379239.09,emerging
Indonesia,IND,Asia,2022,9,939313,331.07,0.81,251971124.63,emerging
Indonesia,IND,Asia,2022,10,696094,256.07,0.779,138807698.21,emerging
Indonesia,IND,Asia,2022,11,840628,289.48,0.939,228487820.78,emerging
Indonesia,IND,Asia,2022,12,676207,482.67,0.608,198504007.47,emerging
Philippines,PHI,Asia,2018,1,474285,235.95,0.659,73740725.81,emerging
Philippines,PHI,Asia,2018,2,261558,268.98,0.872,61317862.97,emerging
Philippines,PHI,Asia,2018,3,322872,309.51,0.901,90061214.55,emerging
Philippines,PHI,Asia,2018,4,336538,301.9,0.54,54908932.82,emerging
Philippines,PHI,Asia,2018,5,358716,280.16,0.788,79199699.63,emerging
Philippines,PHI,Asia,2018,6,446091,369.48,0.9,148306239.46,emerging
Philippines,PHI,Asia,2018,7,522909,402.03,0.673,141540513.56,emerging
Philippines,PHI,Asia,2018,8,363718,411.5,0.687,102882184.59,emerging
Philippines,PHI,Asia,2018,9,419721,225.15,0.827,78170166.42,emerging
Philippines,PHI,Asia,2018,10,337579,277.26,0.549,51415918.95,emerging
Philippines,PHI,Asia,2018,11,358470,225.05,0.748,60356903.72,emerging
Philippines,PHI,Asia,2018,12,325288,366.26,0.415,49501076.95,emerging
Philippines,PHI,Asia,2019,1,363511,221.65,0.722,58155283.59,emerging
Philippines,PHI,Asia,2019,2,325264,287.62,0.924,86424991.62,emerging
Philippines,PHI,Asia,2019,3,385252,306.23,0.814,96053534.92,emerging
Philippines,PHI,Asia,2019,4,480631,225.96,0.855,92860158.58,emerging
Philippines,PHI,Asia,2019,5,751400,250.99,0.573,107987283.65,emerging
Philippines,PHI,Asia,2019,6,512928,451.87,0.609,141237853.54,emerging
Philippines,PHI,Asia,2019,7,601632,406.63,0.497,121591706.21,emerging
Philippines,PHI,Asia,2019,8,584706,443.27,0.854,221383423.89,emerging
Philippines,PHI,Asia,2019,9,433197,310.04,0.571,76721170.31,emerging
Philippines,PHI,Asia,2019,10,430494,225.19,0.612,59327619.36,emerging
Philippines,PHI,Asia,2019,11,429243,226.24,0.846,82120332.27,emerging
Philippines,PHI,Asia,2019,12,401549,368.83,0.46,68195981.96,emerging
Philippines,PHI,Asia,2020,1,138134,232.69,0.76,24421148.08,emerging
Philippines,PHI,Asia,2020,2,96590,244.32,0.661,15603482.4,emerging
Philippines,PHI,Asia,2020,3,115290,328.63,0.576,21822204.2,emerging
Philippines,PHI,Asia,2020,4,134673,247.18,0.768,25573634.27,emerging
Philippines,PHI,Asia,2020,5,159529,325.37,0.885,45934669.01,emerging
Philippines,PHI,Asia,2020,6,118872,427.72,0.811,41234599.38,emerging
Philippines,PHI,Asia,2020,7,178876,411.2,0.644,47401580.78,emerging
Philippines,PHI,Asia,2020,8,173495,414.19,0.664,47734984.17,emerging
Philippines,PHI,Asia,2020,9,145940,308.31,0.534,24022434.17,emerging
Philippines,PHI,Asia,2020,10,117939,245.41,0.902,26107583.24,emerging
Philippines,PHI,Asia,2020,11,144018,304.36,0.666,29209681.18,emerging
Philippines,PHI,Asia,2020,12,84113,461.65,0.614,23847776.05,emerging
Philippines,PHI,Asia,2021,1,200912,280.94,0.664,37504411.09,emerging
Philippines,PHI,Asia,2021,2,237001,199.24,0.792,37382947.11,emerging
Philippines,PHI,Asia,2021,3,242100,295.93,0.771,55264717.57,emerging
Philippines,PHI,Asia,2021,4,213354,235.95,0.504,25371537.86,emerging
Philippines,PHI,Asia,2021,5,240893,297.99,0.532,38170799.76,emerging
Philippines,PHI,Asia,2021,6,217363,398.58,0.719,62302576.41,emerging
Philippines,PHI,Asia,2021,7,332399,410.35,0.732,99798685.27,emerging
Philippines,PHI,Asia,2021,8,308441,377.19,0.791,92010701.88,emerging
Philippines,PHI,Asia,2021,9,224648,213.17,0.7,33527165.04,emerging
Philippines,PHI,Asia,2021,10,166180,310.99,0.424,21891453.94,emerging
Philippines,PHI,Asia,2021,11,163874,268.94,0.724,31904646.96,emerging
Philippines,PHI,Asia,2021,12,268538,400.3,0.863,92764615.72,emerging
Philippines,PHI,Asia,2022,1,344469,265.87,0.818,74941187.68,emerging
Philippines,PHI,Asia,2022,2,272339,205.73,0.579,32459903.65,emerging
Philippines,PHI,Asia,2022,3,300066,334.44,0.526,52783140.5,emerging
Philippines,PHI,Asia,2022,4,423431,235.81,0.759,75813548.31,emerging
Philippines,PHI,Asia,2022,5,319004,305.94,0.461,44986239.52,emerging
Philippines,PHI,Asia,2022,6,392991,481.66,0.773,146384488.62,emerging
Philippines,PHI,Asia,2022,7,324515,393.2,0.873,111349289.03,emerging
Philippines,PHI,Asia,2022,8,378643,385.83,0.699,102147804.33,emerging
Philippines,PHI,Asia,2022,9,368429,227.09,0.717,59963749.7,emerging
Philippines,PHI,Asia,2022,10,325224,215.68,0.694,48691682.79,emerging
Philippines,PHI,Asia,2022,11,309195,298.83,0.457,42180875.66,emerging
Philippines,PHI,Asia,2022,12,279230,425.11,0.623,73991746.95,emerging
Nepal,NEP,Asia,2018,1,68622,68.66,0.866,4081339.86,emerging
Nepal,NEP,Asia,2018,2,74101,99.89,0.921,6818637.75,emerging
Nepal,NEP,Asia,2018,3,103523,86.26,0.548,4889740.53,emerging
Nepal,NEP,Asia,2018,4,135062,99.94,0.766,10338223.93,emerging
Nepal,NEP,Asia,2018,5,137437,107.76,0.793,11737638.8,emerging
Nepal,NEP,Asia,2018,6,114464,153.58,0.637,11191135.02,emerging
Nepal,NEP,Asia,2018,7,128360,163.57,0.468,9816503.34,emerging
Nepal,NEP,Asia,2018,8,107213,140.94,0.588,8887211.94,emerging
Nepal,NEP,Asia,2018,9,118642,115.06,0.625,8526288.67,emerging
Nepal,NEP,Asia,2018,10,93292,96.65,0.53,4778612.99,emerging
Nepal,NEP,Asia,2018,11,77262,69.61,0.413,2218913.99,emerging
Nepal,NEP,Asia,2018,12,86158,145.28,0.502,6284299.4,emerging
Nepal,NEP,Asia,2019,1,109751,73.4,0.903,7278232.31,emerging
Nepal,NEP,Asia,2019,2,93945,68.53,0.93,5984651.55,emerging
Nepal,NEP,Asia,2019,3,100456,88.8,0.556,4962829.2,emerging
Nepal,NEP,Asia,2019,4,128164,90.51,0.473,5484758.56,emerging
Nepal,NEP,Asia,2019,5,124408,102.02,0.53,6731695.04,emerging
Nepal,NEP,Asia,2019,6,109375,148.77,0.842,13693223.91,emerging
Nepal,NEP,Asia,2019,7,131182,138.07,0.859,15551703.6,emerging
Nepal,NEP,Asia,2019,8,95866,154.4,0.925,13695651.71,emerging
Nepal,NEP,Asia,2019,9,122558,70.17,0.576,4952915.39,emerging
Nepal,NEP,Asia,2019,10,84885,112.76,0.942,9019325.77,emerging
Nepal,NEP,Asia,2019,11,94709,99.35,0.863,8118931.45,emerging
Nepal,NEP,Asia,2019,12,87292,133.81,0.406,4744192.83,emerging
Nepal,NEP,Asia,2020,1,30790,110.37,0.897,3047123.53,emerging
Nepal,NEP,Asia,2020,2,25506,77.01,0.624,1226491.05,emerging
Nepal,NEP,Asia,2020,3,33496,96.57,0.683,2208042.51,emerging
Nepal,NEP,Asia,2020,4,40681,71.82,0.663,1936195.57,emerging
Nepal,NEP,Asia,2020,5,48198,71.45,0.686,2360832.17,emerging
Nepal,NEP,Asia,2020,6,31468,150.72,0.716,3393896.23,emerging
Nepal,NEP,Asia,2020,7,41144,165.71,0.614,4188596.21,emerging
Nepal,NEP,Asia,2020,8,38004,125.32,0.834,3973408.33,emerging
Nepal,NEP,Asia,2020,9,26760,106.39,0.546,1554816.16,emerging
Nepal,NEP,Asia,2020,10,26160,74.63,0.942,1839378.31,emerging
Nepal,NEP,Asia,2020,11,29208,72.42,0.465,984307.63,emerging
Nepal,NEP,Asia,2020,12,25050,126.61,0.681,2160805.33,emerging
Nepal,NEP,Asia,2021,1,50484,92.13,0.477,2220450.86,emerging
Nepal,NEP,Asia,2021,2,57005,95.9,0.434,2373129.02,emerging
Nepal,NEP,Asia,2021,3,57377,81.72,0.532,2495430.2,emerging
Nepal,NEP,Asia,2021,4,64349,95.45,0.747,4587451.44,emerging
Nepal,NEP,Asia,2021,5,67642,80.91,0.515,2820461.32,emerging
Nepal,NEP,Asia,2021,6,72909,146.93,0.582,6231109.58,emerging
Nepal,NEP,Asia,2021,7,112270,129.31,0.936,13591387.39,emerging
Nepal,NEP,Asia,2021,8,74878,161.91,0.603,7304612.12,emerging
Nepal,NEP,Asia,2021,9,66518,70.76,0.606,2852791.72,emerging
Nepal,NEP,Asia,2021,10,57989,114.87,0.942,6275277.08,emerging
Nepal,NEP,Asia,2021,11,54511,97.44,0.695,3688965.89,emerging
Nepal,NEP,Asia,2021,12,40206,132.85,0.944,5042853.03,emerging
Nepal,NEP,Asia,2022,1,77358,73.24,0.518,2935533.07,emerging
Nepal,NEP,Asia,2022,2,60368,91.72,0.585,3236776.16,emerging
Nepal,NEP,Asia,2022,3,89201,75.19,0.58,3888168.88,emerging
Nepal,NEP,Asia,2022,4,95590,109.91,0.509,5350812.45,emerging
Nepal,NEP,Asia,2022,5,115404,83.98,0.661,6405260.94,emerging
Nepal,NEP,Asia,2022,6,86567,158.23,0.865,11841431.62,emerging
Nepal,NEP,Asia,2022,7,108529,136.43,0.775,11471747.5,emerging
Nepal,NEP,Asia,2022,8,87738,155.51,0.452,6166360.38,emerging
Nepal,NEP,Asia,2022,9,116334,91.84,0.463,4943175.39,emerging
Nepal,NEP,Asia,2022,10,101805,88.63,0.519,4686904.97,emerging
Nepal,NEP,Asia,2022,11,66801,90.82,0.45,2732269.85,emerging
Nepal,NEP,Asia,2022,12,93157,156.75,0.456,6664304.63,emerging
Sri Lanka,SRI,Asia,2018,1,83454,275.61,0.728,16749991.77,emerging
Sri Lanka,SRI,Asia,2018,2,58125,341.34,0.798,15826012.58,emerging
Sri Lanka,SRI,Asia,2018,3,74099,262.55,0.54,10496452.06,emerging
Sri Lanka,SRI,Asia,2018,4,86650,247.2,0.586,12545950.47,emerging
Sri Lanka,SRI,Asia,2018,5,116975,356.94,0.583,24338378.3,emerging
Sri Lanka,SRI,Asia,2018,6,82247,549.22,0.89,40197921.8,emerging
Sri Lanka,SRI,Asia,2018,7,86142,420.3,0.782,28321288.83,emerging
Sri Lanka,SRI,Asia,2018,8,123084,418.88,0.727,37496360.26,emerging
Sri Lanka,SRI,Asia,2018,9,80570,284.59,0.812,18627430.18,emerging
Sri Lanka,SRI,Asia,2018,10,63699,332.28,0.684,14486432.81,emerging
Sri Lanka,SRI,Asia,2018,11,63673,321.04,0.805,16461604.69,emerging
Sri Lanka,SRI,Asia,2018,12,83217,476.82,0.435,17278751.05,emerging
Sri Lanka,SRI,Asia,2019,1,84899,323.81,0.921,25306838.87,emerging
Sri Lanka,SRI,Asia,2019,2,54867,278.73,0.474,7243679.87,emerging
Sri Lanka,SRI,Asia,2019,3,83090,364.85,0.676,20485028.13,emerging
Sri Lanka,SRI,Asia,2019,4,60282,244.34,0.723,10656465.82,emerging
Sri Lanka,SRI,Asia,2019,5,109279,335.17,0.568,20798946.31,emerging
Sri Lanka,SRI,Asia,2019,6,100539,419.42,0.736,31017766.34,emerging
Sri Lanka,SRI,Asia,2019,7,105267,563.16,0.753,44638615.28,emerging
Sri Lanka,SRI,Asia,2019,8,81740,458.17,0.898,33627652.44,emerging
Sri Lanka,SRI,Asia,2019,9,75005,276.31,0.919,19044169.64,emerging
Sri Lanka,SRI,Asia,2019,10,78623,309.24,0.512,12446890.35,emerging
